ARID,ESTAB_ARID,UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY
DDR190314000101881532,DDR190314000379573531,83473075228,HH,Household,U,RD05,,554 Yours Hindu Road,,,Approximately Hamlet,II7 9VT,70.591413,119.175775,W19584163,W54693187,N72839356,E82743418,E77589696,2,1,HH_LF2R1E,,,
DDR190314000464811057,DDR190314000796066386,25286342116,HH,Household,U,RD05,,703 Recorders Refugees Street,,,Chain Town,VA3 5MH,129.492591,110.981158,W85844698,W17151961,W93044949,E75658691,N75984385,3,1,HH_LF2R1E,,,
DDR190314000255922122,DDR190314000251688877,74214759884,HH,Household,U,RD06,,24 Queen Indirect Passage,,,Popularity Hamlet,SC3 1KV,52.622096,-156.909717,W18974888,N45486083,E98072161,W98553898,W14471896,3,2,HH_LF2R1E,,,
DDR190314000602225261,DDR190314000529796658,62578551728,HH,Household,U,RD05,,182 Waiting Evanescence Way,,,Nitrogen Hamlet,FG4 5IJ,-131.953647,160.157152,E85082499,W79984599,E77805277,W67227983,W96407330,2,5,HH_LF2R1E,,,
DDR190314000212612371,DDR190314000181176164,67208897221,HH,Household,U,RD03,,954 Desperate Types Road,,,Window City,HW6 1FO,3.87360,9.286754,E30363541,N62021831,W19917301,E19638577,E35034931,3,1,HH_LF2R1E,,,
DDR190314000973733573,DDR190314000159245912,67722677976,HH,Household,U,RD04,,751 Phones Behalf Street,,,Developers Hamlet,RN5 2XE,-151.325847,-110.675263,W43211975,N99695153,E93849924,E25677434,N49043104,4,2,HH_LF2R1E,,,
DDR190314000119145624,DDR190314000269666735,92364210211,HH,Household,U,RD02,,451 Beijing Metallic Avenue,,,Profits Village,AV1 3YD,93.706450,-11.859707,E23086616,E16870767,W29491651,W22724489,N46676096,4,5,HH_LF2R1E,,,
DDR190314000143723300,DDR190314000549869933,21613144238,HH,Household,U,RD04,,338 Slightly Dirty Avenue,,,Debug Hamlet,AM4 5XW,-132.690681,23.885611,E20933272,N65799429,N41964933,N91290547,N31161138,4,4,HH_LF2R1E,,,
DDR190314000577267561,DDR190314000331088455,32640787474,HH,Household,U,RD05,,572 Olympus Hunting Lane,,,Dinner Town,GE4 9BH,4.75197,-169.608664,E95783182,W23245228,N25645868,E31034625,W43453983,3,2,HH_LF2R1E,,,
DDR190314000470134397,DDR190314000859178682,15898197763,HH,Household,U,RD03,,935 Merchants Doctors Avenue,,,Happens Hamlet,DJ1 3AH,-13.680187,-143.19829,N13358096,W92806846,W76150655,N71760106,N79236141,3,2,HH_LF2R1E,,,
DDR190314000669423547,DDR190314000165537057,52976141736,HH,Household,U,RD03,,390 Processors Laugh Avenue,,,Upgrades Town,BO7 1QW,-159.1097,-33.229921,E85535285,E61506811,W49874674,N95871000,W19010073,3,3,HH_LF2R1E,,,
DDR190314000944060009,DDR190314000289200466,43210053164,HH,Household,U,RD04,,464 Zope Hispanic Way,,,Starter City,HB5 6MT,-91.341734,95.144385,W24840115,E17499895,N86735017,N63627186,E91532767,1,5,HH_LF2R1E,,,
DDR190314000103004699,DDR190314000124376157,16540707252,HH,Household,U,RD04,,483 Dash Unknown Lane,,,Chrome Hamlet,ZU1 6VS,-142.639014,89.364933,W69959268,E87788232,W59767634,N90492390,W71325801,3,1,HH_LF2R1E,,,
DDR190314000323903490,DDR190314000431452068,75322350491,HH,Household,U,RD02,,461 Paperback Nevertheless Lane,,,Pixel City,EG6 9PO,94.121133,-37.889764,N93389446,N44191751,E83820134,N54796301,W13190935,1,4,HH_LF2R1E,,,
DDR190314000441181919,DDR190314000328260570,77027730102,HH,Household,U,RD02,,721 Compounds Tramadol Lane,,,Hometown Village,RY5 7LH,-85.374041,-16.934155,N31209892,E28812971,N88312992,W64009908,E11394684,5,5,HH_LF2R1E,,,
DDR190314000855127632,DDR190314000581574598,54323470308,HH,Household,U,RD03,,509 Mexico Samoa Alley,,,Flashers City,MG7 1QW,-22.705128,49.828230,E56450330,W12177502,W27267751,E19124520,N43202405,1,1,HH_LF2R1E,,,
DDR190314000537454993,DDR190314000773625784,39098237530,HH,Household,U,RD06,,691 Russia Grades Passage,,,Syria Village,QW1 6IZ,-108.38177,83.570120,N16383920,W23411545,E11104273,W61464982,E33699886,2,2,HH_LF2R1E,,,
DDR190314000294859560,DDR190314000928074363,69920910020,HH,Household,U,RD03,,19 Mounted Technologies Way,,,Mats Hamlet,TH6 7MW,167.289173,-3.75423,N51601189,E34528889,E50011837,N16729966,E67578397,5,4,HH_LF2R1E,,,
DDR190314000833532469,DDR190314000136983440,23899333373,HH,Household,U,RD02,,838 Dive Elect Road,,,Died City,GS7 2QI,-29.600934,-102.601642,N66174238,W97326199,N86886905,W93809158,N34513564,1,2,HH_LF2R1E,,,
DDR190314000556564845,DDR190314000126190932,83490418642,HH,Household,U,RD02,,469 Newspaper Talked Avenue,,,Soviet Hamlet,QH6 9DE,-14.498242,53.199871,E72511380,N12119111,W49040356,W74772562,E90540331,5,1,HH_LF2R1E,,,
DDR190314000353914299,DDR190314000952917498,93989158294,HH,Household,U,RD05,,58 Basis Attempting Road,,,Seeking City,SD6 8XH,-13.871678,118.264803,W78339381,N94165862,E15775873,E58509804,E21333318,4,3,HH_LF2R1E,,,
DDR190314000968291825,DDR190314000371653610,18440630083,HH,Household,U,RD04,,786 Facts Round Passage,,,Freebsd Hamlet,GY6 7CU,-120.136902,-116.702632,E65065928,W69247741,E38734741,E94146905,E24010704,4,1,HH_LF2R1E,,,
DDR190314000330744420,DDR190314000509384765,64755104009,HH,Household,U,RD02,,517 Root Finance Passage,,,Town Town,AZ2 8HD,180.326661,-146.100785,E88301362,W52273893,N14574854,W19373144,E93698154,5,3,HH_LF2R1E,,,
DDR190314000765473980,DDR190314000790115351,20559463535,HH,Household,U,RD05,,68 Saved Ebony Passage,,,Filter Town,BC4 7UU,-171.157443,-116.774653,N75360569,N11305782,E88478913,W40147185,E23370674,3,1,HH_LF2R1E,,,
DDR190314000400145620,DDR190314000278232374,24332953393,HH,Household,U,RD02,,946 Thermal Genealogy Street,,,Pakistan City,MX8 9CS,70.784789,141.68840,N17859982,E79322207,W40325840,W40465192,W20319634,4,1,HH_LF2R1E,,,
DDR190314000868867355,DDR190314000616034230,84443182511,HH,Household,U,RD02,,828 Geneva Champions Alley,,,Handmade Village,HA5 9QK,138.91995,-140.595416,N71432877,W17617219,N34822371,W84828250,E74922850,5,4,HH_LF2R1E,,,
DDR190314000502451380,DDR190314000312535489,69419828695,HH,Household,U,RD05,,252 Aspects Cosmetics Road,,,Bureau Village,MI4 8OR,5.811165,-139.130926,W42624541,N37421296,N32349580,W45248070,W89185246,1,4,HH_LF2R1E,,,
DDR190314000984892290,DDR190314000423562038,35826835913,HH,Household,U,RD04,,515 Pads Fork Way,,,Symbols Village,EW6 6UJ,138.579291,-74.423429,W93711452,E99047767,N43456920,N77100107,W43981694,1,5,HH_LF2R1E,,,
DDR190314000257842066,DDR190314000496166904,29175149093,HH,Household,U,RD06,,375 Wishlist Territory Avenue,,,Civic Town,NC8 7TT,-10.810471,109.873881,N99047269,N23314884,N34095620,E40047979,W40479935,4,3,HH_LF2R1E,,,
DDR190314000129879471,DDR190314000392371110,44580437975,HH,Household,U,RD04,,525 Materials Solar Road,,,Surf Village,NL3 3YH,92.466895,-104.344801,E57880292,W88067672,W65243944,E31227726,N83536620,3,2,HH_LF2R1E,,,
DDR190314000456662074,DDR190314000177084340,98248300187,HH,Household,U,RD04,,477 Dist Fate Road,,,Erotic Hamlet,LM8 3UY,167.452157,151.196347,W58103498,N90755142,N65279420,N96315384,E54797376,2,5,HH_LF2R1E,,,
DDR190314000858554920,DDR190314000376342508,40019327023,HH,Household,U,RD04,,846 Mechanics Depot Lane,,,Mutual City,WM9 9HZ,-5.163507,129.688970,E84306252,E87255083,E69449392,N27633823,E76294623,2,2,HH_LF2R1E,,,
DDR190314000591925633,DDR190314000252360233,92590052349,HH,Household,U,RD03,,309 Inquire Eligible Street,,,Merit City,RQ9 9QI,-22.165839,-34.385171,E66674762,W73373773,N15766376,W79957258,E71511452,5,5,HH_LF2R1E,,,
DDR190314000429216442,DDR190314000556213693,52438024490,HH,Household,U,RD03,,294 Holidays Pine Avenue,,,Porsche Town,NU2 3VI,48.610412,-89.546823,N90124167,E24298117,W67180466,E83208008,W98501198,1,1,HH_LF2R1E,,,
DDR190314000386155575,DDR190314000946724789,11504641399,HH,Household,U,RD04,,909 Pressing Allied Road,,,Conversation Hamlet,RH3 4IY,-122.404918,-135.975001,E32153813,W12896950,E97847839,E88964846,W51285759,2,4,HH_LF2R1E,,,
DDR190314000316011085,DDR190314000795571603,97804653700,HH,Household,U,RD02,,196 Imperial Hansen Street,,,Volunteers City,SV5 9LL,-132.875548,-13.45148,W43297181,W67627365,W22213749,W85076133,E74157586,5,3,HH_LF2R1E,,,
DDR190314000889727838,DDR190314000521255743,57543449843,HH,Household,U,RD02,,345 Weapon Confidential Way,,,Runs Hamlet,CE2 3TU,-176.859199,42.951318,E17411639,E12988798,N14362747,N36411773,N94697022,4,2,HH_LF2R1E,,,
DDR190314000276540436,DDR190314000913313863,87104691254,HH,Household,U,RD05,,508 Realized Statements Passage,,,Delaware Town,HJ9 5BG,92.200369,70.516380,W96574943,N33089479,N20123261,W45789430,W38720040,4,1,HH_LF2R1E,,,
DDR190314000536264738,DDR190314000977185029,41443124240,HH,Household,U,RD02,,669 Caution Scott Passage,,,Apparent City,JA6 6VT,0.918179,-46.720784,W48926451,E73511529,N34036477,W39317442,W60256966,5,4,HH_LF2R1E,,,
DDR190314000973315782,DDR190314000520814028,49400848138,HH,Household,U,RD05,,982 Oldest Filling Avenue,,,Tobago Village,YO7 7DQ,-142.209871,43.193429,N74775447,W18593652,W24473805,N83973876,E95250926,2,2,HH_LF2R1E,,,
DDR190314000333864678,DDR190314000217037574,25320321615,HH,Household,U,RD02,,161 Indirect Evaluations Passage,,,Carolina Village,UB6 3KY,-107.650855,117.698894,N78396388,W99470390,E99457029,W32846378,W75508975,4,5,HH_LF2R1E,,,
DDR190314000173653939,DDR190314000742607883,47163674483,HH,Household,U,RD03,,477 Donate Outside Alley,,,Allowing Village,DT8 4HF,-133.681221,120.880283,E59807337,W17630014,E36563705,E61468169,N34263363,1,2,HH_LF2R1E,,,
DDR190314000889104522,DDR190314000918205262,62569734473,HH,Household,U,RD05,,348 Vermont Highlighted Way,,,Nearly Village,PP5 2GY,-146.840550,159.170881,W85798265,N80103041,W87702222,N89782177,W59327510,1,3,HH_LF2R1E,,,
DDR190314000917229982,DDR190314000828787824,25751524526,HH,Household,U,RD02,,42 Seek Memo Road,,,Aurora Village,VI7 3GB,-134.917554,-19.545885,E94678669,W81650176,W34515900,W44881398,W44563384,3,2,HH_LF2R1E,,,
DDR190314000670498053,DDR190314000259340214,93442911683,HH,Household,U,RD02,,59 Buzz Navy Lane,,,Jets Town,BE2 2CH,-78.227826,-46.107696,E27095583,E76624958,N68997514,W48720942,W77291473,3,2,HH_LF2R1E,,,
DDR190314000646639577,DDR190314000542670417,86444902301,HH,Household,U,RD04,,835 Estimates Drawing Road,,,Clause Town,RT4 5FF,-163.599932,98.665269,N15200633,E80350592,N88930434,N65156615,E48618433,4,4,HH_LF2R1E,,,
DDR190314000206384149,DDR190314000500883598,93926770038,HH,Household,U,RD04,,82 Copper Vital Way,,,Vast Hamlet,JJ8 7WW,-99.357292,79.982019,N49793034,E82903301,E88982128,E99255768,N80527501,4,1,HH_LF2R1E,,,
DDR190314000180862127,DDR190314000175615039,79549335317,HH,Household,U,RD04,,701 Shore Benefit Road,,,Drop Hamlet,ZD4 4GC,-180.492753,-167.980298,N18035441,W80933671,N69938942,N98760630,N62709041,3,4,HH_LF2R1E,,,
DDR190314000922954129,DDR190314000573321154,85852946695,HH,Household,U,RD05,,291 Marijuana Northwest Avenue,,,Council Town,AT9 7CM,-112.278943,108.543975,N74825111,E29017017,W77542452,E13851774,E58444905,1,4,HH_LF2R1E,,,
DDR190314000986100440,DDR190314000310802547,10673014863,HH,Household,U,RD02,,270 Amplifier Criteria Lane,,,Pure Hamlet,YE6 2RM,68.210941,-98.833950,W99027720,W27071977,E72603215,W27625636,W87480312,3,5,HH_LF2R1E,,,
DDR190314000286396312,DDR190314000223128215,95624429636,HH,Household,U,RD05,,880 Train Measurements Road,,,Security Village,IP9 7KT,156.962423,-74.906678,E50979724,E22736248,N53050878,E62750861,W10785620,3,2,HH_LF2R1E,,,
DDR190314000753540154,DDR190314000576226500,83370312069,HH,Household,U,RD06,,51 Regards Expenditures Street,,,Minolta City,UE3 2MJ,-121.434931,-85.704323,E16790435,E77042725,W50569748,N36015940,W72908884,4,1,HH_LF2R1E,,,
DDR190314000260684187,DDR190314000836726580,81020201159,HH,Household,U,RD02,,127 Emails Miniature Way,,,Render Hamlet,FJ2 9WO,19.505898,0.658724,E70671011,W94159624,W15504739,W16151071,E33372294,3,5,HH_LF2R1E,,,
DDR190314000537976267,DDR190314000701983792,26910615110,HH,Household,U,RD02,,848 Incorporated Affairs Avenue,,,Fingers Town,CZ9 3WL,-1.564299,90.114562,E53791457,E55023497,E98453020,N88575995,E12119253,3,2,HH_LF2R1E,,,
DDR190314000104315474,DDR190314000313161716,45340355461,HH,Household,U,RD02,,509 Board Alive Way,,,Feelings Town,KF4 8GJ,-175.149954,158.571615,E49538979,E17731643,N61268770,N39775279,N45115125,3,3,HH_LF2R1E,,,
DDR190314000782294119,DDR190314000917734862,58639048517,HH,Household,U,RD02,,390 Greater Controlled Way,,,Believed Hamlet,UC6 6QY,90.838979,166.645844,N52745104,W29706166,E75521123,W71279794,E74140176,5,4,HH_LF2R1E,,,
DDR190314000968674218,DDR190314000453915934,23767429624,HH,Household,U,RD03,,724 Philippines Exotic Road,,,Alpine Village,GU4 8JF,-4.369979,-31.297697,E77463547,W17712065,E73621993,W96457048,N80271955,4,3,HH_LF2R1E,,,
DDR190314000750337824,DDR190314000347696940,75962944639,HH,Household,U,RD02,,112 Encryption Dice Lane,,,Intl Hamlet,EC3 4YO,91.720859,52.204263,N87092731,E91992930,W87691660,E80673300,W44296796,4,2,HH_LF2R1E,,,
DDR190314000422070280,DDR190314000195340831,10417550136,HH,Household,U,RD03,,992 Essentials Breach Road,,,Knee City,NF9 3TM,-86.701948,63.434430,W11950459,N58386256,E45857415,W35734772,E76609318,4,3,HH_LF2R1E,,,
DDR190314000940204542,DDR190314000205271825,78372876882,HH,Household,U,RD04,,521 Image Amongst Street,,,Corner Town,JL2 4JZ,137.786514,55.321343,N44213748,N15524052,N42581103,W80656086,N61364719,5,5,HH_LF2R1E,,,
DDR190314000932780852,DDR190314000275874938,37958451457,HH,Household,U,RD03,,906 Leaf Sticky Way,,,Mediterranean Hamlet,OC4 5OW,-3.569067,-50.753599,N68425813,E73496961,W46888142,W36384563,W33043896,1,3,HH_LF2R1E,,,
DDR190314000244444445,DDR190314000575137935,84064807572,HH,Household,U,RD04,,147 Administered Refine Avenue,,,Bottle Town,MD6 3ZE,-40.282663,65.726383,E42472105,N99453889,N13830494,W74539635,N83657514,5,2,HH_LF2R1E,,,
DDR190314000988958418,DDR190314000128160637,88932492522,HH,Household,U,RD02,,906 Sodium Correlation Alley,,,Coding Hamlet,QR5 8TM,-92.830741,-36.503290,E38109819,W39385966,W77703159,W59152067,W18714520,5,3,HH_LF2R1E,,,
DDR190314000916783799,DDR190314000471603423,94052000455,HH,Household,U,RD03,,308 Satin Indonesia Alley,,,Thru Town,HQ8 6GD,156.11842,26.430829,E98213342,E12675684,E97549891,W77083374,N75848567,3,1,HH_LF2R1E,,,
DDR190314000864248102,DDR190314000155217595,31680702128,HH,Household,U,RD02,,424 Ballot Remove Passage,,,Promoted Hamlet,KY3 7SL,176.57046,-128.686872,E46705037,N26456199,N97371337,W14149491,W23094437,1,4,HH_LF2R1E,,,
DDR190314000582321892,DDR190314000180753113,89905218936,HH,Household,U,RD04,,495 Worked Tribute Street,,,Lighting Hamlet,KR6 3LB,-177.158544,-43.260213,N76051678,W67196688,W59831759,E85827890,W41306135,5,3,HH_LF2R1E,,,
DDR190314000990219245,DDR190314000411220943,23190737315,HH,Household,U,RD02,,60 Screening Reasoning Road,,,Wooden Town,QL1 8KW,-156.857339,83.583952,N88487816,W50419952,W94844659,W66859117,N20932425,3,5,HH_LF2R1E,,,
DDR190314000717092582,DDR190314000113140928,49224334814,HH,Household,U,RD04,,523 Dean Yamaha Avenue,,,Advocacy Hamlet,QV6 8NO,-69.754782,-74.726481,E15253027,E48169565,E14492026,E12455004,E56116887,3,5,HH_LF2R1E,,,
DDR190314000469963241,DDR190314000632627587,54846438186,HH,Household,U,RD05,,367 Surrounding Digest Street,,,Hairy City,YM5 3UM,-48.450058,54.466585,N11565858,N65219564,E19517924,E91850929,N57770323,2,5,HH_LF2R1E,,,
DDR190314000197011240,DDR190314000728560420,84105368342,HH,Household,U,RD06,,868 Condo Magnificent Way,,,Cuba Hamlet,LZ5 7CV,-129.683172,-56.172577,E59439565,E78082171,N91916487,N78602202,E63965640,1,1,HH_LF2R1E,,,
DDR190314000563954989,DDR190314000636593944,13711337071,HH,Household,U,RD06,,167 Bikes Shall Lane,,,Fireplace City,LO2 8KX,-40.316422,137.950027,E92786306,W45515739,N18259679,N86564230,E23377545,1,4,HH_LF2R1E,,,
DDR190314000607154878,DDR190314000716780056,30400067441,HH,Household,U,RD04,,541 Butler Theorem Passage,,,Connectors City,XE5 2TC,-158.416477,-148.642453,E29173169,E21931195,W10164552,E81537233,W22746109,5,4,HH_LF2R1E,,,
DDR190314000505712628,DDR190314000857174800,65174554219,HH,Household,U,RD03,,818 Confidentiality Experienced Passage,,,Jill City,XP3 8IY,-132.778441,136.849946,N78342405,N97855566,W64880349,N29417780,W46398406,2,4,HH_LF2R1E,,,
DDR190314000962859472,DDR190314000923275167,46662427377,HH,Household,U,RD03,,111 Cradle Drawing Avenue,,,Varies Village,LS7 5GZ,109.376635,-155.982060,N10384329,N53789649,W10332567,W89346749,E88883048,2,2,HH_LF2R1E,,,
DDR190314000573881757,DDR190314000628145731,51142527927,HH,Household,U,RD04,,794 Pathology Necessity Street,,,Recognised City,XU7 3OA,-117.315006,23.754172,E90205320,N22353645,E54653910,N41736344,W68368367,3,2,HH_LF2R1E,,,
DDR190314000729676486,DDR190314000230720390,85371395425,HH,Household,U,RD04,,367 Disciplinary Telecharger Passage,,,Tournament Town,CX8 3BW,-99.678463,149.3539,E12534574,N99861454,N63450811,W86276983,W62920887,5,2,HH_LF2R1E,,,
DDR190314000762739756,DDR190314000777604695,49460377462,HH,Household,U,RD03,,854 Steering Handjobs Lane,,,Meals Village,EV2 6UB,-69.615748,30.357399,W67395878,E37999584,W41207274,N87776461,N14460934,5,5,HH_LF2R1E,,,
DDR190314000873098646,DDR190314000824682127,87767694209,HH,Household,U,RD06,,241 Film Screens Lane,,,Revenge Hamlet,LS4 6RQ,125.161596,-101.461905,N35458020,E97520549,W74649695,N46602494,N64590274,3,1,HH_LF2R1E,,,
DDR190314000416029364,DDR190314000621450918,90398175000,HH,Household,U,RD05,,102 Tony Spec Alley,,,Estimates Town,FS1 7LA,-142.19451,-40.412410,E38622799,N63697389,N28623375,N46549401,E89738615,2,1,HH_LF2R1E,,,
DDR190314000480665577,DDR190314000619322919,60744843928,HH,Household,U,RD02,,614 Institutes Done Road,,,Applied Village,LV3 5NH,-169.278657,-54.123314,E75230668,W47033743,W18113270,N76575371,E36504113,4,4,HH_LF2R1E,,,
DDR190314000920584296,DDR190314000452530154,58621451955,HH,Household,U,RD03,,305 Numerical Inner Lane,,,Dictionaries Village,JS8 7LR,-163.386774,12.888200,E49822427,E67738370,N81242360,W24426315,N22430617,2,4,HH_LF2R1E,,,
DDR190314000488178228,DDR190314000891748575,25107023808,HH,Household,U,RD03,,435 Gadgets Release Street,,,Pets Village,CV5 5GR,132.187318,70.814780,N22557855,N33120658,E63338660,E48765447,E81224157,5,2,HH_LF2R1E,,,
DDR190314000795779719,DDR190314000581085069,95032781854,HH,Household,U,RD05,,457 Nations Paxil Way,,,Confusion Town,WX5 4LZ,121.915746,59.243400,N27902956,E18473665,E90135021,N48605974,E88992065,3,1,HH_LF2R1E,,,
DDR190314000878201160,DDR190314000405298298,10350790828,HH,Household,U,RD02,,929 Tool Stuff Avenue,,,Battle Town,PV7 8RR,159.410682,37.674235,W70017807,N77371393,W48023595,E72267349,N96223949,2,4,HH_LF2R1E,,,
DDR190314000470200160,DDR190314000612830402,85239409530,HH,Household,U,RD05,,792 Rotary Mark Road,,,Frames City,MM4 6AA,94.254575,-55.348124,W13409116,N20179066,W57933261,N49943923,W91030559,2,2,HH_LF2R1E,,,
DDR190314000282915304,DDR190314000777075222,68546116576,HH,Household,U,RD02,,204 Enabled Suffered Avenue,,,Optics City,ZB5 9CC,-105.795109,-144.847767,W97820098,E98742419,W98072261,W70882978,W93397066,1,4,HH_LF2R1E,,,
DDR190314000681348581,DDR190314000183316730,57102065898,HH,Household,U,RD05,,671 Poverty Cartoons Passage,,,William City,FN3 2FI,-70.410256,-78.20620,E62680034,W27247940,N31459245,E31988470,E74253085,3,3,HH_LF2R1E,,,
DDR190314000100405490,DDR190314000700702483,14544488719,HH,Household,U,RD02,,125 Baltimore Stereo Alley,,,Bathrooms City,ED5 8ZK,-163.355258,160.965549,N39625569,N81585686,N33476965,N44772172,N57745902,5,5,HH_LF2R1E,,,
DDR190314000448992606,DDR190314000807787571,98221575706,HH,Household,U,RD04,,404 Yeah Works Way,,,Blues City,JU5 9ME,131.311416,-4.323218,E61769664,E43325883,N61441969,N40043245,E38472885,5,3,HH_LF2R1E,,,
DDR190314000644020490,DDR190314000343216134,82741202091,HH,Household,U,RD04,,192 Paintings Opponents Street,,,Ultimate Hamlet,ID8 4VW,156.21526,49.370257,E32502066,W40921920,E30384010,W97006951,W43924939,5,1,HH_LF2R1E,,,
DDR190314000924226448,DDR190314000735589836,10975757942,HH,Household,U,RD03,,362 Msie Calvin Alley,,,Cents Hamlet,MK2 1ME,147.689729,59.443483,N77376319,W68897793,W84625231,E64551427,E13873020,4,2,HH_LF2R1E,,,
DDR190314000659816585,DDR190314000699172455,31122676961,HH,Household,U,RD05,,27 Manner Double Avenue,,,Router Village,RF3 9QR,-57.404626,-71.39225,E91455416,W50669727,E20837230,W89415647,E38948882,5,3,HH_LF2R1E,,,
DDR190314000613523456,DDR190314000639845733,83335877992,HH,Household,U,RD05,,528 Banner Facial Road,,,Headset Town,FQ6 9DN,-100.272695,-51.156785,N96817942,N85714546,W95712795,W33016533,E75991482,1,1,HH_LF2R1E,,,
DDR190314000375698993,DDR190314000718459720,94993530078,HH,Household,U,RD06,,156 Cooking Struggle Avenue,,,Casinos Hamlet,TS9 9FQ,-127.844322,-134.706286,W13984236,W71939067,E29136521,N77983589,N12291562,1,1,HH_LF2R1E,,,
DDR190314000357627843,DDR190314000552176856,12282984000,HH,Household,U,RD03,,557 Brian Tennis Avenue,,,Vancouver Town,SW7 9HU,167.35015,-92.212971,E42150713,W59282311,N53852375,E13369194,E13279210,1,5,HH_LF2R1E,,,
DDR190314000852812846,DDR190314000708759371,85864555537,HH,Household,U,RD04,,686 Polymer Cellular Way,,,Velocity Hamlet,JK9 6ZA,-134.911049,56.748232,E27822700,W66892688,W47715967,E89984797,N58355450,2,2,HH_LF2R1E,,,
DDR190314000732030193,DDR190314000574800037,96799636663,HH,Household,U,RD05,,67 Hawaiian Herbs Way,,,Alternate Village,QW4 6JM,139.881788,29.56844,N11928842,N49452003,N43012201,N78837139,N17020384,4,1,HH_LF2R1E,,,
DDR190314000634510117,DDR190314000619248406,56162230979,HH,Household,U,RD03,,919 Programmes Cleveland Avenue,,,Granted Hamlet,PD4 8LU,163.179329,-128.324464,W79927944,N26368994,E79950721,E13514088,E44190510,4,3,HH_LF2R1E,,,
DDR190314000803716879,DDR190314000529227936,59034892987,HH,Household,U,RD04,,562 Ministry Technician Alley,,,Lions Hamlet,NU3 4RC,7.812783,107.600364,W12084202,N68544892,E31680388,N14345241,N60510310,5,2,HH_LF2R1E,,,
DDR190314000519555736,DDR190314000397326734,83213193562,HH,Household,U,RD02,,272 Create Cholesterol Lane,,,Never City,KW4 9RR,137.564981,-66.543323,E72260596,N98519515,N80002936,N29303232,N25715548,2,4,HH_LF2R1E,,,
DDR190314000584720958,DDR190314000318967968,72064474249,HH,Household,U,RD06,,372 Certificate Brighton Road,,,Controlling Town,PX8 6RY,180.417010,-81.74642,N34632917,E99529328,E60930873,E82328207,E11726054,1,2,HH_LF2R1E,,,
DDR190314000151403580,DDR190314000737370779,72512053087,HH,Household,U,RD06,,928 Ukraine Toddler Lane,,,Steady Town,DC4 2JI,-108.754598,-99.321651,W79772264,W44253241,N41645852,E14716951,N84681641,2,4,HH_LF2R1E,,,
DDR190314000774039572,DDR190314000291593826,49386023730,HH,Household,U,RD04,,684 Tension Unnecessary Lane,,,Lows Town,MU7 7JX,-89.549821,160.338739,E26445779,W52050886,E80586928,W84548283,N96986496,4,4,HH_LF2R1E,,,
DDR190314000300099333,DDR190314000736178761,16086140321,HH,Household,U,RD04,,25 Loss Less Alley,,,Murphy Village,VU1 1HX,-98.847430,136.248407,W20914575,N43297754,N32187977,N96922009,W31021455,1,2,HH_LF2R1E,,,
DDR190314000372450658,DDR190314000343709261,50702198775,HH,Household,U,RD05,,705 Stayed Lisa Street,,,Venues Town,UM8 8XW,-72.23825,37.232541,W59515328,N26933455,W31554491,W28414404,W57658353,2,1,HH_LF2R1E,,,
DDR190314000152046962,DDR190314000556694073,75952930782,HH,Household,U,RD03,,182 Ranch Body Lane,,,Liberia Village,JP6 7IN,100.337611,-50.500886,N27068988,N57549683,N69206278,N97742447,W96249222,5,5,HH_LF2R1E,,,
DDR190314000759779974,DDR190314000673979780,50223049762,HH,Household,U,RD05,,403 Veteran Scottish Passage,,,College Hamlet,IK1 7AM,125.714839,-122.538449,N71585513,W39773303,N70339856,E83380539,E85937031,1,5,HH_LF2R1E,,,
DDR190314000142182407,DDR190314000432510987,51383860307,HH,Household,U,RD05,,983 Picture Warned Avenue,,,Mountain City,IM2 8ME,-14.890226,-120.710880,E38415069,E78643772,N73098440,E16122207,E86496086,1,4,HH_LF2R1E,,,
DDR190314000517665805,DDR190314000410892291,98685056332,HH,Household,U,RD06,,316 Count Mazda Road,,,Passive Village,NY7 4EJ,113.765268,118.942484,E46452897,N60559431,N45100336,W48563495,E37204297,3,5,HH_LF2R1E,,,
DDR190314000741589892,DDR190314000291670168,14389860478,HH,Household,U,RD02,,710 Convertible Yang Alley,,,Arnold Town,WZ2 8MF,-164.825962,177.965943,N72328372,E61404057,N14820346,W44257116,E54181034,1,5,HH_LF2R1E,,,
DDR190314000884345668,DDR190314000185868255,50179263402,HH,Household,U,RD06,,297 Payment Porno Lane,,,Increase Town,PK9 2IT,33.748718,-117.273017,N69123209,E60808331,W12482909,N40726487,N84102276,1,2,HH_LF2R1E,,,
DDR190314000239033913,DDR190314000628002043,82256867089,HH,Household,U,RD06,,57 Appreciated Creativity Alley,,,Oracle City,DT9 9OZ,157.793264,82.593978,E42024667,E41376395,E52990676,W18016479,E57755558,5,3,HH_LF2R1E,,,
DDR190314000904493655,DDR190314000246513806,37723792106,HH,Household,U,RD02,,794 Brochures Remainder Lane,,,Gore Village,FM9 4BO,-84.703166,9.599310,E98682021,N82252268,E16578492,E20989911,W45776478,1,4,HH_LF2R1E,,,
