ARID,ESTAB_ARID,UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY
DDR190314000452336922,DDR190314000913942641,19071657692,HH,Household,U,RD02,,141 George Arts Street,,,Comparable Village,CZ6 6ZY,-21.5893,-179.7134,E67244600,E91449093,W19571358,W38695094,W99948596,3,5,HH_LFNR2W,,,0
DDR190314000878684759,DDR190314000466347914,95559720296,HH,Household,U,RD04,,760 Quite Arbor Way,,,Sunset Hamlet,VB9 2AC,62.7039,99.4512,E77175104,W98686088,E15632270,N60676819,E50528966,2,4,HH_LFNR2W,,,0
DDR190314000833695067,DDR190314000645479341,74733354342,HH,Household,U,RD02,,963 Published Climb Passage,,,Axis Town,OK7 7NL,-153.4326,-52.1494,E21613888,N27849612,W48986407,W34963085,N17635861,5,4,HH_LFNR2W,,,0
DDR190314000814380554,DDR190314000564934241,41314808214,HH,Household,U,RD05,,803 Nobody Walked Alley,,,Earning Village,SB9 4PF,111.8467,-44.1564,W33828953,E15210654,E37376033,E36235693,E75106312,4,5,HH_LFNR2W,,,0
DDR190314000360872891,DDR190314000444253193,81400802106,HH,Household,U,RD02,,879 Dual Suit Street,,,Provides Village,ZQ5 5CL,147.5210,-97.4600,W35224421,W53120246,E33765259,N17577021,E16084657,3,1,HH_LFNR2W,,,0
DDR190314000618502572,DDR190314000318707897,78149963822,HH,Household,U,RD02,,684 Middle Institutions Passage,,,Subsidiary Hamlet,RK1 9SI,-12.7415,-58.8365,N59601618,N95019792,W81642242,E57653842,W66458960,1,3,HH_LFNR2W,,,0
DDR190314000875153978,DDR190314000737181200,21820349702,HH,Household,U,RD02,,731 Anaheim Participation Way,,,Interfaces Hamlet,ZA2 5CP,22.4394,-99.4376,E99597125,W82598339,E14675764,E26792528,N74376495,4,3,HH_LFNR2W,,,0
DDR190314000618266520,DDR190314000733380815,58195428652,HH,Household,U,RD04,,461 Authorized Count Avenue,,,Nextel Town,WL6 1UH,1.6062,-143.6660,E56068890,W88796636,N49027348,E96251961,N29817964,4,5,HH_LFNR2W,,,0
DDR190314000751900988,DDR190314000730969965,66938163830,HH,Household,U,RD03,,988 Nature Bryan Street,,,Tion City,XJ8 8VB,51.5685,-35.7311,W19345599,W88235001,W55431411,N74856863,W87541225,4,4,HH_LFNR2W,,,0
DDR190314000655251487,DDR190314000693629154,44572145852,HH,Household,U,RD03,,413 Revenue Marks Lane,,,Easy Town,NT2 9LM,160.7606,-110.1421,E75631338,N56290655,W25973620,N73467130,E42866242,1,1,HH_LFNR2W,,,0
DDR190314000877399476,DDR190314000322883174,83732069801,HH,Household,U,RD03,,904 Acceptable Listing Avenue,,,Daughter Hamlet,YC6 6BU,-89.2238,69.7355,W64662377,E32813433,W93257465,E18022778,E42845501,4,2,HH_LFNR3AE,,,0
DDR190314000818914034,DDR190314000778072278,28895501819,HH,Household,U,RD06,,877 Petite Since Avenue,,,Mistake City,XU5 4JT,-79.8150,-102.9632,N47416815,W25495310,N28070302,E44471361,N23042791,3,4,HH_LFNR3AE,,,0
DDR190314000651890492,DDR190314000525700789,41780040531,HH,Household,U,RD06,,876 Actor Optical Lane,,,Element Town,RX6 2KX,9.9612,80.2338,E43926425,N83090589,W43231950,W12003739,N27484333,4,5,HH_LFNR3AE,,,0
DDR190314000247649402,DDR190314000846767767,60413551286,HH,Household,U,RD06,,494 Combat Spas Avenue,,,Light Hamlet,RG5 1FK,-141.7257,-3.9135,W49826969,W60630432,W45425307,E45426672,E89839173,5,2,HH_LFNR3AE,,,0
DDR190314000319540820,DDR190314000699175322,85192138516,HH,Household,U,RD06,,304 Opposed Projected Passage,,,Proteins City,UG8 6CR,131.4654,-140.1973,N90477419,N71479931,N24150512,N25331020,E94213423,5,4,HH_LFNR3AE,,,0
DDR190314000895838666,DDR190314000728799117,64947575179,HH,Household,U,RD06,,452 Mins Depend Road,,,Grace Village,DV2 3ZS,142.2938,-157.3464,W87293321,N48653206,E34151512,N81951258,N80383247,5,1,HH_LFNR3AE,,,0
DDR190314000701652264,DDR190314000111265617,74238063569,HH,Household,U,RD06,,762 Confirmation Mayor Street,,,Hydraulic Town,FJ1 2JE,14.7925,-96.9798,W78839133,N25033679,E38481246,E71724054,W89780635,4,5,HH_LFNR3AE,,,0
DDR190314000571588394,DDR190314000638389690,95568644348,HH,Household,U,RD06,,793 Undergraduate Arlington Avenue,,,Certification City,AB5 7AS,-154.3942,-142.1552,E97639266,N84221051,W35307389,N58587949,E17256071,5,3,HH_LFNR3AE,,,0
DDR190314000135373209,DDR190314000900272070,10127478336,HH,Household,U,RD06,,197 Transparency Yarn Road,,,Fighters City,NV4 6TU,159.3384,-84.9039,N32074680,W92695125,E28297408,E44823084,E13953392,1,5,HH_LFNR3AE,,,0
DDR190314000542034584,DDR190314000721235105,68332409396,HH,Household,U,RD04,,991 Workshops Noise Lane,,,Experienced Village,RL7 4AD,2.2344,-88.1110,N81460467,E90363641,E43400379,N58900592,N40448970,2,5,HH_LFNR3AE,,,0
DDR190314000868173786,DDR190314000474078583,27448139794,HH,Household,U,RD02,,888 Traveling Horizon Avenue,,,Containing Town,QK5 5SU,12.3158,46.7402,W53614903,E96827996,E24250453,N18797745,N23770145,3,1,HH_LFNR3AW,,,0
DDR190314000190010757,DDR190314000290590973,80902095582,HH,Household,U,RD04,,707 Pubs Permits Street,,,Alice Town,FR9 8PS,-18.4175,-43.1407,E19524811,E57100724,N51462095,E64535080,N71181100,4,3,HH_LFNR3AW,,,0
DDR190314000709836440,DDR190314000524796000,56012517521,CE,Hall of Residence,E,RD04,,723 Invitation Biology Passage,,,Wallet Town,KY8 4NB,14.6845,12.5109,E65532459,N77512001,N66294825,E82171578,E12065183,1,2,HH_LFNR3AW,,,559
DDR190314000254338986,DDR190314000835396393,25893759996,CE,Hostel,E,RD05,,171 Poet Nascar Road,,,Taiwan Town,BB3 5QM,-91.7068,-141.8260,N43688746,W54588781,W81418599,N71323357,E48088224,3,2,HH_LFNR3AW,,,563
DDR190314000316031890,DDR190314000257465921,34263498898,HH,Household,U,RD03,,238 Fear Butts Passage,,,Momentum City,YK9 7FL,65.6855,-120.4353,N90990943,E50866824,W39477258,W26076546,W85773387,5,3,HH_LFNR3AW,,,0
DDR190314000250134688,DDR190314000565730248,62548578829,HH,Household,U,RD02,,856 Discussion Portion Street,,,Reject City,PV5 3LY,157.5971,40.9975,N97757055,N79099621,E29981620,E51006501,N47575118,5,5,HH_LFNR3AW,,,0
DDR190314000851773603,DDR190314000683585994,68740653968,HH,Household,U,RD02,,491 Deployment Flood Way,,,Fridge Town,SA9 3ZE,-42.7719,28.1831,W54419830,E31975905,N79580627,N40057977,N67392268,2,2,HH_LFNR3AW,,,0
DDR190314000121694679,DDR190314000712103167,54868115346,HH,Household,U,RD03,,573 Stationery Spider Road,,,Computation City,LZ4 9RI,168.3544,176.4921,E21138158,N47907450,E48032243,E75933254,N11226844,5,4,HH_LFNR3AW,,,0
DDR190314000880586368,DDR190314000513209591,72377204438,HH,Household,U,RD02,,66 Refinance Finger Alley,,,Measuring Town,YE5 7WQ,-58.6590,-24.5520,W71575322,E97437377,W40374225,E86645969,N12693595,4,5,HH_LFNR3AW,,,0
DDR190314000863032084,DDR190314000856487119,52166462272,HH,Household,U,RD05,,14 Pantyhose Vegetables Lane,,,Nowhere Village,WS6 6SH,-74.5792,156.7365,E13838054,N27259374,E34916855,N67664940,N26515143,1,1,HH_LFNR3AW,,,0
DDR190314000999367759,DDR190314000591054626,64402925811,HH,Household,U,RD04,,315 Visual Found Street,,,Upcoming Hamlet,WF2 2PF,-118.9334,-60.4807,W59778185,E94147880,N45056138,E98296304,E92828109,4,3,HH_LFNR3BE,,,0
DDR190314000199909271,DDR190314000661540865,77311076587,HH,Household,U,RD02,,1 Beneficial Complaint Passage,,,Reads Town,VV4 1JC,23.7607,-153.4234,N85431521,N59663312,N90744359,N38361440,W48804670,1,2,HH_LFNR3BE,,,0
DDR190314000794705470,DDR190314000379419530,54627866646,CE,Residential Caravanner,E,RD05,,731 Spot Leone Lane,,,Sucking Hamlet,LQ5 8VX,-13.6864,107.8801,W63941604,W64629478,E22316090,W56669622,W70957788,4,1,HH_LFNR3BE,,,516
DDR190314000334489617,DDR190314000956091246,56635899901,HH,Household,U,RD02,,704 Furnished Reproduce Avenue,,,Crew Village,OR2 3IH,93.5227,-31.7971,E19796255,E91627340,N68737247,E63177209,W84389498,3,4,HH_LFNR3BE,,,0
DDR190314000207721455,DDR190314000124718160,86547918874,HH,Household,U,RD05,,393 Bernard Vault Alley,,,Martial Village,JC9 9BB,-34.7817,-2.4286,N37636196,W21565469,W33453676,E46827556,W37642839,5,2,HH_LFNR3BE,,,0
DDR190314000115006198,DDR190314000516749125,71205404594,HH,Household,U,RD05,,544 Prayer Literature Avenue,,,Martha Town,ZV2 7HN,-14.2134,16.3125,W68918109,W19213313,W15544190,E31244257,N21021076,5,2,HH_LFNR3BE,,,0
DDR190314000153229122,DDR190314000835337069,88529254809,HH,Household,U,RD03,,412 Improvements Fireplace Passage,,,Rarely Village,HM9 7LD,-42.8892,-157.9975,W60750130,N42397462,E52341798,E52909723,W19792075,3,5,HH_LFNR3BE,,,0
DDR190314000614819710,DDR190314000796262757,11178693189,CE,Hostel,E,RD02,,230 Hero Shell Way,,,Volt City,LX3 6PI,101.2562,-111.4659,E56083686,N96596654,W95948029,E63465053,W42329220,4,3,HH_LFNR3BE,,,228
DDR190314000655798601,DDR190314000168486298,69944744728,HH,Household,U,RD02,,546 Classics Exotic Avenue,,,Performance Hamlet,XB6 7HE,83.6584,93.7527,W18252441,N31047103,W25173963,E47005876,W31452342,3,5,HH_LFNR3BE,,,0
DDR190314000529863363,DDR190314000310606790,33194236259,HH,Household,U,RD02,,278 Dutch Parker Lane,,,Introduced Town,XH3 5OG,161.7129,-120.5101,W12701984,E22819565,W35538227,W28623342,W25459025,3,1,HH_LFNR3BE,,,0
DDR190314000542240356,DDR190314000919588639,70254146514,HH,Household,U,RD05,,576 Busty Chains Alley,,,Arab Village,WL3 5QH,-30.5442,-76.8909,N59367584,N78978802,E58570311,W60342494,W82647690,2,4,HH_LFNR3BW,,,0
DDR190314000426180041,DDR190314000568826224,97428338364,CE,Care Home,E,RD04,,539 Roland Carb Passage,,,Inspired Village,IC2 1JA,-127.5917,-66.2299,W45193175,E34075889,N47059869,N30021275,N17300080,2,5,HH_LFNR3BW,,,560
DDR190314000593951829,DDR190314000930415062,95109079734,HH,Household,U,RD03,,827 Hospitals Diving Alley,,,Pentium Town,NE4 7KL,-26.1820,99.9573,W86323977,N46325905,N60942422,N53016017,N14441978,2,3,HH_LFNR3BW,,,0
DDR190314000806388743,DDR190314000810514592,88613261047,HH,Household,U,RD04,,476 Recording Veteran Road,,,Implementation Hamlet,KO4 6VZ,-126.6612,-109.1222,W81818548,W56568405,N45630807,W78805062,N24428346,1,2,HH_LFNR3BW,,,0
DDR190314000548978335,DDR190314000275868106,56571405668,HH,Household,U,RD06,,26 Behalf Copyrights Passage,,,Craft Town,IX8 7UX,3.3974,98.3519,N10656806,E31835335,N15888016,W80530668,E67072237,1,3,HH_LFNR3BW,,,0
DDR190314000190037422,DDR190314000423210913,60419559997,HH,Household,U,RD03,,278 Left Cylinder Passage,,,Botswana Village,HV3 4ZL,-152.7763,79.9375,E68734653,N57077775,N32196852,N71968010,E97274389,2,2,HH_LFNR3BW,,,0
DDR190314000953381725,DDR190314000186103714,68672778313,HH,Household,U,RD05,,364 Turns Sewing Lane,,,Stanley Hamlet,EZ1 2OM,44.2869,-100.3262,N25442289,E69788812,N10110804,W60005299,N73618136,2,4,HH_LFNR3BW,,,0
DDR190314000398166375,DDR190314000307886270,16562965015,HH,Household,U,RD04,,791 Nathan Treasury Lane,,,Desert Town,LE4 1QC,84.3156,158.8713,W63945741,N26083620,E34708527,W14075658,W66901155,3,4,HH_LFNR3BW,,,0
DDR190314000140049732,DDR190314000953128707,44132218740,HH,Household,U,RD02,,132 Senegal Announces Way,,,Adventure City,UO9 6NX,169.7437,30.9460,W63411804,E33026190,E43196058,W85015919,W20950391,3,1,HH_LFNR3BW,,,0
DDR190314000723882476,DDR190314000432782029,18243222989,HH,Household,U,RD02,,331 Plastic Alpha Lane,,,Cartridges Hamlet,GM8 7GI,61.5928,39.3305,E18139879,W42238484,E60068572,W71938799,W14213657,4,1,HH_LFNR3BW,,,0
DDR190314000602895449,DDR190314000421543707,36650603597,HH,Household,U,RD02,,780 Monsters Reaches Avenue,,,Recommendations City,FM5 3PU,49.7081,-49.5802,W58204858,E10397150,N19951275,E12074118,N89424934,3,4,HH_QF2R1E,,,0
DDR190314000550681557,DDR190314000862639432,20085812038,CE,Hall of Residence,E,RD02,,465 Wedding Shares Road,,,Dimension Town,JQ1 7RL,77.8502,52.8478,E69067326,N66049122,N75635005,W20271500,W79245247,5,2,HH_QF2R1E,,,584
DDR190314000231373971,DDR190314000569570379,68622253706,HH,Household,U,RD02,,514 Folder Airfare Passage,,,Mesa Village,PK9 9HS,-52.1669,-64.6937,N82211408,W87044667,E88901249,W11721520,E20151574,5,1,HH_QF2R1E,,,0
DDR190314000810007362,DDR190314000104538629,68927321452,HH,Household,U,RD02,,767 Cited Docs Lane,,,Contrary Village,CC9 6CK,91.1086,-136.1800,W12538642,N53196186,N98205645,E88407169,N37671070,4,2,HH_QF2R1E,,,0
DDR190314000978222159,DDR190314000492739673,34496794924,HH,Household,U,RD06,,345 Evaluations Hydrogen Way,,,James Town,RY1 1HP,55.9428,77.4166,W98720999,N58329628,W19691803,E97778248,W33872021,5,3,HH_QF2R1E,,,0
DDR190314000939444045,DDR190314000164636649,88917183025,HH,Household,U,RD03,,668 Assessing Worldsex Road,,,Waves Hamlet,CG6 7XJ,93.1872,-80.6332,N36796199,W34341638,W35722504,W25005732,E95870990,5,5,HH_QF2R1E,,,0
DDR190314000188244907,DDR190314000257790991,50860350505,HH,Household,U,RD04,,652 Clicks Coupons Street,,,Compatibility Town,OP7 5NG,16.4478,153.7241,W66865047,E37458483,N55347661,W26918577,N90296186,3,4,HH_QF2R1E,,,0
DDR190314000671073108,DDR190314000823379002,37406450445,HH,Household,U,RD02,,977 Tourism Registration Lane,,,Content City,RU2 4LE,-56.5914,94.9311,N87706598,N30555228,E68490193,E55255608,E47718819,4,4,HH_QF2R1E,,,0
DDR190314000493362305,DDR190314000763229364,82600102891,CE,Residential Boater,E,RD06,,73 Placing Cultural Passage,,,Speeds Hamlet,EK5 7LA,-70.1986,-166.6094,W47584415,E62033004,N67234982,E15762279,E62540360,4,3,HH_QF2R1E,,,690
DDR190314000565655330,DDR190314000440332443,19717347180,HH,Household,U,RD05,,323 Bachelor Warned Road,,,Accepts Village,LL5 8RG,170.2980,-97.9627,E77179148,E12852101,N58954810,N38731285,W11997286,5,2,HH_QF2R1E,,,0
DDR190314000585473774,DDR190314000500808979,23239090836,HH,Household,U,RD06,,933 Necessity Celebrities Passage,,,Gave Town,BK2 6LX,2.8445,169.1270,E78881066,E93089345,W71725492,E80964172,W43398816,1,4,HH_QF2R1W,,,0
DDR190314000266937003,DDR190314000351397159,71264254224,HH,Household,U,RD02,,313 Effectiveness Chemical Way,,,Shooting Hamlet,ML3 4HW,-103.7267,-78.1684,N20546900,N83565168,W43429838,N83625281,N15338376,4,2,HH_QF2R1W,,,0
DDR190314000961245841,DDR190314000734423322,24400725375,HH,Household,U,RD04,,927 Applied Monitors Road,,,Gambling City,FU1 5YC,28.7132,-123.5793,W24274647,E74516927,E30104510,E78489229,E78900327,5,3,HH_QF2R1W,,,0
DDR190314000115212028,DDR190314000832370604,23273140983,HH,Household,U,RD06,,510 Kind Chicken Avenue,,,Musicians Village,RE3 8SL,-130.3897,21.5785,W77842015,N39199124,N27990827,E58948709,N43875960,3,1,HH_QF2R1W,,,0
DDR190314000839201075,DDR190314000205745516,12050210470,HH,Household,U,RD06,,162 Genres Magic Passage,,,Ending Town,ML7 9CT,-72.4605,20.4746,N90647159,E98829481,W56255138,N62059793,W31249233,5,1,HH_QF2R1W,,,0
DDR190314000923049841,DDR190314000710003393,91114972209,HH,Household,U,RD05,,38 Commented Risk Alley,,,Wishes City,CY3 5OI,-89.1714,127.9488,N63220141,E14802998,W90495586,W66246556,W36933852,4,1,HH_QF2R1W,,,0
DDR190314000273280538,DDR190314000183343081,74200999163,HH,Household,U,RD06,,354 Reservations Success Alley,,,Runner Village,UA3 6PB,160.3687,-15.4252,N68710655,E38704176,N63736460,E61145144,W85900582,1,1,HH_QF2R1W,,,0
DDR190314000267518087,DDR190314000522186531,73289984800,CE,Hostel,E,RD03,,3 Hour Notifications Street,,,Snake Hamlet,JU9 1TX,73.2415,39.1707,E84752573,W24201037,E86586563,W22464247,W28425286,3,3,HH_QF2R1W,,,750
DDR190314000914761824,DDR190314000226101328,92931782135,HH,Household,U,RD02,,365 Novelty Complaint Avenue,,,Constitutional Hamlet,GM9 3XJ,-102.4315,-32.7875,E76976137,W59191272,W73237059,E24766199,E84673485,2,3,HH_QF2R1W,,,0
DDR190314000674845968,DDR190314000243234830,92484210106,HH,Household,U,RD06,,502 Changing Uses Road,,,Sale Hamlet,ZQ9 6HW,97.2572,137.3960,N54298797,W18822943,E25898439,W60767384,N41105868,4,2,HH_QF2R1W,,,0
DDR190314000480205388,DDR190314000873704609,93251367819,HH,Household,U,RD04,,266 Rule Issued Alley,,,Chicken City,SM2 8EZ,-138.7879,12.8850,N16142759,W28733740,W80894625,W10875383,E71303784,2,2,HH_QF2R2E,,,0
DDR190314000758635042,DDR190314000606685097,89488362329,HH,Household,U,RD05,,760 Authentic Ride Lane,,,Kazakhstan Village,PM9 1YY,115.5729,-114.9686,W60256442,W67954054,E48526903,N29281702,E41449760,2,5,HH_QF2R2E,,,0
DDR190314000328600042,DDR190314000526324057,13679517398,HH,Household,U,RD03,,272 Plant Reached Way,,,Consists Town,MP3 2ZI,124.9853,163.1286,E19004312,E40878799,E45342171,W88672470,E48594755,4,2,HH_QF2R2E,,,0
DDR190314000185149629,DDR190314000398211545,72607346214,HH,Household,U,RD02,,6 Genuine Gates Alley,,,Nested Town,ND9 4WH,122.6892,-150.1297,N65791983,W48703300,E87044246,W92596675,N57561540,3,5,HH_QF2R2E,,,0
DDR190314000527432274,DDR190314000793881015,84436950061,CE,Residential Boater,E,RD06,,648 Slovakia Example Avenue,,,Responsible City,MN2 8JY,-111.3168,-17.7219,N28597961,W35953258,N43928084,W93076925,N28757089,1,5,HH_QF2R2E,,,421
DDR190314000419358468,DDR190314000838867998,37159179724,HH,Household,U,RD05,,908 Quilt Fingering Road,,,Stood City,XP6 6HL,-92.9582,145.8252,N36582513,E82552745,N89934322,E41087572,N51157850,5,4,HH_QF2R2E,,,0
DDR190314000492831790,DDR190314000948683678,27555615343,HH,Household,U,RD03,,257 Enormous Ward Way,,,Story City,ED2 5NW,149.3590,20.4115,E24411669,N56337478,E60987389,W65893511,W23384988,2,5,HH_QF2R2E,,,0
DDR190314000396979556,DDR190314000390700340,44413443892,HH,Household,U,RD03,,57 Interaction Enrollment Lane,,,Meets Hamlet,CK3 3BF,-39.9252,67.6851,E41525256,W89925425,W56506964,W60164903,W65488749,2,2,HH_QF2R2E,,,0
DDR190314000235032759,DDR190314000646309205,52624822657,HH,Household,U,RD04,,97 Hair Study Lane,,,Suck Village,RM3 6XW,69.1449,112.5683,E69219715,E55525019,W67011319,N25503612,N90901974,3,1,HH_QF2R2E,,,0
DDR190314000978368294,DDR190314000118252176,17049587084,HH,Household,U,RD03,,799 Observations Sight Lane,,,Criterion Village,HC1 1RK,159.8650,24.5891,N55827198,N37327775,W72985317,W34112694,N80685774,3,3,HH_QF2R2E,,,0
DDR190314000513737952,DDR190314000600312651,49415503102,HH,Household,U,RD05,,399 Copying Defined Passage,,,Female Hamlet,LJ2 2HW,33.2183,-163.1462,N76003792,N12112421,E76626855,W78579191,W44490008,4,3,HH_QF2R2W,,,0
DDR190314000608155312,DDR190314000165770842,30375150324,HH,Household,U,RD05,,287 Studio Hartford Way,,,Functionality Hamlet,SC4 2NQ,11.3955,-80.1204,N17530864,N94843018,W34220435,W47761602,E55307041,1,4,HH_QF2R2W,,,0
DDR190314000175284767,DDR190314000260971938,97365120708,HH,Household,U,RD03,,537 Wishes Hobby Road,,,Laboratory City,KK6 7GA,-53.3191,-18.6395,E98396509,W69001750,E39505018,W87779885,E49590586,1,3,HH_QF2R2W,,,0
DDR190314000429996532,DDR190314000345742027,46605273455,HH,Household,U,RD06,,646 Casio Importance Street,,,Choosing Town,XJ9 7BQ,75.6025,129.8466,E70890254,E15978060,N76096960,W45435962,W32743444,1,3,HH_QF2R2W,,,0
DDR190314000328232707,DDR190314000995438355,28054343915,HH,Household,U,RD06,,437 Admission Unix Road,,,Period Village,IO6 8NC,-53.7409,84.6353,N27769386,N82638768,N64679985,E94252051,E14829270,2,3,HH_QF2R2W,,,0
DDR190314000871418631,DDR190314000576218832,25892591290,HH,Household,U,RD02,,938 Similarly Banners Street,,,Tucson City,QE4 6LR,-119.9439,-130.7443,W59726294,N29752328,N17307111,N24895826,E57058460,5,1,HH_QF2R2W,,,0
DDR190314000761884180,DDR190314000811311771,83575805976,HH,Household,U,RD04,,245 Arctic Meeting Passage,,,Correct Village,XV4 9YD,136.9154,75.2402,N47472753,E37004141,W64948408,E46137895,E51160383,5,4,HH_QF2R2W,,,0
DDR190314000543818355,DDR190314000401214404,54198131937,CE,Residential Caravanner,E,RD04,,233 Shops Feeding Alley,,,Keyboard Town,JM7 1QL,-110.4319,-80.6430,W32658442,E85909452,E81203045,E84283351,N88889645,1,1,HH_QF2R2W,,,586
DDR190314000780434845,DDR190314000174583291,29196900505,HH,Household,U,RD04,,520 Component Representatives Avenue,,,Binding Town,BO2 7LP,-24.2243,-80.1071,E65738643,N39527026,E36376444,N82422617,W12120099,2,2,HH_QF2R2W,,,0
DDR190314000219401210,DDR190314000341119640,98776314617,CE,Hostel,E,RD06,,469 Tear Pond Lane,,,Determining Village,QX4 7BY,-34.8709,-59.9419,E28042487,E78586776,E39223703,N94057755,N70097539,4,4,HH_QF2R2W,,,663
DDR190314000920616739,DDR190314000986438620,18359872184,HH,Household,U,RD04,,404 Opening Peterson Passage,,,Discrete Hamlet,SM2 8HC,174.7208,-92.2435,W38144244,W40572639,N73256729,E79167984,W96703918,1,5,HH_QF2R3AE,,,0
DDR190314000423241717,DDR190314000419832147,56983398193,CE,Hostel,E,RD03,,925 Martin Negotiations Alley,,,Minimum City,NO8 2AA,125.7347,117.3589,W26318907,N60659628,N65101512,N34643857,N40366669,5,5,HH_QF2R3AE,,,400
DDR190314000763939449,DDR190314000589542838,79635438982,CE,Hostel,E,RD02,,703 Opponents Equivalent Avenue,,,Venice Hamlet,QD3 5WP,-74.8305,124.1714,N29233379,E99640654,E40569876,W47669124,E46726119,5,2,HH_QF2R3AE,,,775
DDR190314000772662134,DDR190314000724856282,49989828604,CE,Gypsy Roma Traveller,E,RD02,,116 Anger Reduces Street,,,Approximate Town,EM4 1EH,16.5931,-18.9961,W36819146,E74842063,W47312098,E76416806,E59623400,1,3,HH_QF2R3AE,,,927
DDR190314000373614155,DDR190314000277096214,12878808249,HH,Household,U,RD05,,868 Supplements Blair Way,,,Electoral City,YY3 7LR,-82.2405,-120.5002,N60965767,N66841884,N26756183,N49937052,E46175392,4,5,HH_QF2R3AE,,,0
DDR190314000255635781,DDR190314000133741335,65785960615,HH,Household,U,RD05,,374 Force Elite Lane,,,Navigate City,YR7 2PR,21.4265,25.1477,W47683416,E54172902,N53267468,W60525181,E31745849,2,5,HH_QF2R3AE,,,0
DDR190314000755985295,DDR190314000225308547,54355236427,HH,Household,U,RD04,,599 Honest Acute Lane,,,Attractive Town,XL4 4LP,144.3473,174.3068,E35316393,N20765983,E97475023,N84619154,W28963482,2,4,HH_QF2R3AE,,,0
DDR190314000464872960,DDR190314000469760570,30334804659,HH,Household,U,RD06,,248 Retreat Brake Way,,,Aircraft Town,IZ9 5KM,-147.5646,53.2644,W27156947,E77103695,E85017507,E38583459,E58507117,3,4,HH_QF2R3AE,,,0
DDR190314000314585957,DDR190314000680926290,79614829344,CE,Hall of Residence,E,RD05,,378 Always Problem Alley,,,Remedies City,BH9 3WO,172.5331,42.1390,N92890771,W32703187,E70437084,E29509228,N99274179,5,4,HH_QF2R3AE,,,95
DDR190314000656120565,DDR190314000696092553,91809794829,HH,Household,U,RD05,,597 Cause Squad Way,,,Documentary Town,NL5 4PT,104.5329,0.1254,W71576475,N57962999,W45332571,N71457630,N47741843,5,1,HH_QF2R3AE,,,0
DDR190314000535807488,DDR190314000187942412,24496744257,HH,Household,U,RD06,,140 Korean Burn Avenue,,,Asset Town,BJ8 7FE,89.2562,-68.7216,E30295754,W28691844,E56712664,E52528228,W99764931,3,2,HH_QF2R3AW,,,0
DDR190314000561554795,DDR190314000863158179,77892393208,CE,Hostel,E,RD06,,724 Circuit Introducing Street,,,Motorcycle Hamlet,ZH9 1OP,-62.3203,-74.2479,W87124665,W66107304,N77651309,E56705809,E22957580,5,2,HH_QF2R3AW,,,95
DDR190314000210874455,DDR190314000165691855,97311405641,HH,Household,U,RD05,,906 Mileage Aluminium Passage,,,Gentleman Town,OV9 1JA,-53.1204,-177.3639,N46228096,E15181307,N60105897,N27131072,W22349163,4,3,HH_QF2R3AW,,,0
DDR190314000636587554,DDR190314000318502333,23746558091,HH,Household,U,RD06,,71 Albany Pipe Avenue,,,Wireless Village,SG8 8EC,41.3375,35.3074,E49653466,E26497206,W42674149,E40695746,W39712689,3,2,HH_QF2R3AW,,,0
DDR190314000654344658,DDR190314000350860632,58995701484,HH,Household,U,RD02,,537 Termination Atlantic Way,,,Announces City,CA1 3RT,42.1828,42.3510,E62864890,E38881448,E11948406,E37484306,W70077944,2,5,HH_QF2R3AW,,,0
DDR190314000651852277,DDR190314000473387950,60685162701,HH,Household,U,RD04,,921 Numerical Similarly Passage,,,Follows City,OV6 4NT,44.5143,-175.6942,N90687506,W87737843,N57402271,N79730423,E15540348,3,3,HH_QF2R3AW,,,0
DDR190314000462870203,DDR190314000137024955,75650412869,HH,Household,U,RD02,,209 Frame Chambers Lane,,,Ethics City,IC3 5VY,86.6949,-102.5639,E43327494,W58272964,W44411289,E84170322,E97402058,5,3,HH_QF2R3AW,,,0
DDR190314000757612503,DDR190314000617892100,20742068338,HH,Household,U,RD05,,318 Nursing Spiritual Road,,,String Village,WT4 5WP,-98.1048,-49.4476,W48678476,N68228918,E75601787,E64256568,E94911104,1,1,HH_QF2R3AW,,,0
DDR190314000754649634,DDR190314000522421646,78378715780,HH,Household,U,RD02,,519 Checking Aged Lane,,,Activated City,VQ5 6IA,-104.7975,-30.9795,N13704034,E49767381,N35133457,N39333920,N24168127,2,2,HH_QF2R3AW,,,0
DDR190314000251291985,DDR190314000141584213,37298496130,HH,Household,U,RD04,,558 Raising Trinity Lane,,,Pricing City,QT2 5JS,-105.6123,-110.6894,N16237470,E82601183,W43033613,E58511696,W24295966,5,3,HH_QF2R3AW,,,0
DDR190314000985186780,DDR190314000435742563,10089918066,HH,Household,U,RD02,,165 Kent Modems Lane,,,Genre City,LG1 1YP,34.9498,-89.9399,N97978717,W75001074,N19780649,N41741970,N41627127,5,4,HH_QF3R1E,,,0
