UPRN,ESTAB_UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY,CE_SECURE,PRINT_BATCH
85012895807,61678627174,HH,Household,U,RD03,,163 Flagpole Cabdriver Lane,,,Curtly Town,IN9 2GO,117.2592,-24.5493,W58763124,W38616839,W66049487,W99545862,W32762112,5,4,HH_LFNR1W,,,0,0,15
14447120455,36256880355,HH,Household,U,RD04,,427 Seminar Pureness Lane,,,Conch Hamlet,GK4 1YQ,90.3006,-38.5965,W64356941,W56120982,W80953285,W13035784,W83851080,3,2,HH_LFNR1W,,,0,0,14
26780796256,90760005676,HH,Household,U,RD02,,430 Waking Ventricle Avenue,,,Duplicate City,NX2 9MY,151.2868,87.7793,W95413945,W18947803,W59368951,W55918366,W26962413,4,2,HH_LFNR1W,,,0,0,6
98218881390,72079486422,HH,Household,U,RD06,,13 Obnoxious Stout Road,,,Plasma Village,TG9 7FN,18.8525,56.1365,W87512389,W61597576,W20523839,W41281680,W10286909,4,2,HH_LFNR1W,,,0,0,92
93535723142,45726971913,HH,Household,U,RD04,,109 Tweed Arousal Way,,,Poison City,FH7 8GN,14.6872,-149.8007,W42385546,W22843958,W23828327,W52802588,W57240703,3,2,HH_LFNR1W,,,0,0,31
81891914649,19884302597,HH,Household,U,RD03,,29 Romp Snaking Avenue,,,Company Town,EG7 7NX,72.5719,-142.3838,W96479797,W46910763,W66704438,W13880616,W37034166,4,1,HH_LFNR1W,,,0,0,60
23368585896,33971311404,HH,Household,U,RD04,,363 Scabbed Prorate Lane,,,Cathouse City,CS8 9SR,37.2888,66.8612,W59732852,W85602851,W22767064,W26543445,W61918069,1,5,HH_LFNR1W,,,0,0,23
84191026698,11464535894,HH,Household,U,RD03,,110 Junior Unframed Passage,,,Skier Village,TG2 6SA,-158.8649,-174.5326,W44107735,W39949115,W22654195,W19359835,W41266083,5,5,HH_LFNR1W,,,0,0,76
62590665203,57078881738,HH,Household,U,RD02,,105 Duffel Enclose Road,,,Halt Village,OC9 9WQ,120.1103,-74.8443,W67716757,W16140344,W40487428,W51548081,W62012620,3,1,HH_LFNR1W,,,0,0,73
38123416658,98903133756,HH,Household,U,RD02,,959 Childless Unclothed Lane,,,Underarm Village,JV7 8BJ,178.8535,-49.5420,W21862554,W99440920,W99292818,W32251476,W41023568,1,3,HH_LFNR1W,,,0,0,34
47759308488,99134933839,HH,Household,U,RD03,,389 Borrower Moonscape Avenue,,,Upscale Village,UQ5 5RK,152.9987,-16.8469,W21532099,W50886047,W79516625,W75207307,W95262767,4,3,HH_LFNR1W,,,0,0,92
44914158133,95136061514,HH,Household,U,RD02,,98 Garden Marshy Alley,,,Scarecrow Hamlet,AM5 4FT,-133.4883,-129.6782,W91715246,W60346405,W82568100,W97741923,W78532053,4,2,HH_LFNR1W,,,0,0,86
62482648224,82256084258,HH,Household,U,RD02,,462 Elude Preshow Avenue,,,Tracing Town,NT9 2OE,107.1208,-33.4788,W12417662,W84917864,W90345350,W97127357,W54677481,5,4,HH_LFNR1W,,,0,0,5
95337354636,21262955356,HH,Household,U,RD04,,824 Pesky Neurosis Street,,,Subtype City,LC3 9DA,163.9452,109.9193,W69372822,W81981875,W54006808,W99962283,W52619754,3,3,HH_LFNR1W,,,0,0,2
67340802596,87257354871,HH,Household,U,RD03,,294 Harmonics Omega Lane,,,Elevator Hamlet,LR4 1RG,160.8238,101.2747,W89292467,W42252828,W38214663,W58504190,W69426357,3,4,HH_LFNR1W,,,0,0,7
70313523880,52736750465,HH,Household,U,RD05,,202 Gallstone Municipal Lane,,,Comply Hamlet,IT9 9GD,136.6510,19.3046,W28527384,W85331214,W46834441,W20239775,W53459995,3,2,HH_LFNR1W,,,0,0,60
73368850775,40264886173,HH,Household,U,RD03,,175 Excusable Molar Way,,,Unicycle Village,OM3 6DA,-7.8922,106.5735,W24978968,W20902295,W72473598,W61995338,W34695375,4,3,HH_LFNR1W,,,0,0,81
59206269649,27064396778,HH,Household,U,RD02,,234 Countdown Exceeding Lane,,,Amusement City,GH5 3GI,25.1133,-96.4083,E76294970,E65881747,E67014884,E21394102,E27333655,1,4,HH_LFNR2E,,,0,0,73
94897702776,21249356838,HH,Household,U,RD06,,251 Collar Brownnose Way,,,Coyness City,IX3 7HH,87.5733,-132.2525,E51304360,E97948950,E98367889,E50591294,E54125243,5,5,HH_LFNR2E,,,0,0,27
79352874659,18397587898,HH,Household,U,RD03,,12 Unscented Hangover Street,,,Custody City,ZZ1 3FT,-73.4089,-56.2929,E55198591,E67500978,E69495327,E62043903,E25363388,2,1,HH_LFNR2E,,,0,0,1
34053392808,88296451266,HH,Household,U,RD03,,557 Flagpole Shorter Road,,,Galore Hamlet,QG6 2WA,-62.9480,-167.6749,E53637066,E44902393,E37017552,E43083917,E54698442,5,3,HH_LFNR2E,,,0,0,69
13814487575,43266409962,HH,Household,U,RD02,,552 Pluck Scared Passage,,,Attic Village,ZH7 9GT,-4.9397,-61.3009,E49456604,E20210076,E54506423,E88806083,E18960547,2,1,HH_LFNR2E,,,0,0,9
76731306437,79645703779,HH,Household,U,RD03,,999 Frayed Violin Alley,,,Approach Hamlet,LN9 9II,68.5413,-56.9618,E21219071,E38170934,E96704523,E16881239,E84030638,1,4,HH_LFNR2E,,,0,0,9
21539100701,10873214219,HH,Household,U,RD05,,37 Gecko Perpetual Road,,,Unvalued Hamlet,NT7 5SH,36.7407,-10.2835,E87450243,E60494411,E32384238,E41435123,E67128233,5,1,HH_LFNR2E,,,0,0,26
26058158583,69897478476,HH,Household,U,RD05,,205 Unpaired Automated Passage,,,Episode Town,HV8 3SW,98.5163,14.6459,E57670936,E13129433,E35586610,E98702858,E79353317,1,3,HH_LFNR2E,,,0,0,11
32232450600,66032526194,HH,Household,U,RD03,,276 Decidable Sublevel Passage,,,Calibrate Village,BN4 5FO,42.4515,8.4972,E40188001,E26575637,E80999836,E94104060,E15005434,5,5,HH_LFNR2E,,,0,0,73
83751683331,56319432818,HH,Household,U,RD02,,401 Composure Roamer Lane,,,Unified Hamlet,HU4 4QC,33.2713,-130.8281,E82251788,E50488757,E23309895,E81736570,E10708363,4,3,HH_LFNR2E,,,0,0,13
54460063539,44326632149,HH,Household,U,RD06,,376 Defense Crafty Avenue,,,Granola Town,YQ1 3TK,100.7951,-135.7235,E35373683,E21392749,E85790315,E47013938,E95245970,4,4,HH_LFNR2E,,,0,0,30
68929957640,37333356803,HH,Household,U,RD04,,126 Sappy Unmarked Way,,,Deranged Town,JO5 2EL,-46.1145,-121.8824,E31012295,E23770374,E35912210,E29987184,E73836134,3,2,HH_LFNR2E,,,0,0,24
82716257397,68007660056,HH,Household,U,RD03,,629 Hull Outsell Way,,,Dinginess Hamlet,MW6 7JX,16.7621,-123.1225,E54221007,E73148157,E21300893,E51838572,E48529414,3,1,HH_LFNR2E,,,0,0,31
66337438631,69875865501,HH,Household,U,RD06,,187 Demotion Swarm Road,,,Opposing City,VX9 5WW,151.1146,32.5605,E99331037,E59310935,E27359229,E44762695,E23627485,5,1,HH_LFNR2E,,,0,0,62
93412381874,14188623734,HH,Household,U,RD05,,55 Plastic Scrubbed Street,,,Unloving Village,ST5 9KB,19.1160,-78.1818,E57773808,E66616045,E49124955,E83838727,E61198167,2,5,HH_LFNR2E,,,0,0,95
66161993602,90441300671,HH,Household,U,RD06,,842 Tartly Unloving Avenue,,,Amniotic Village,RB8 6CA,-78.5320,-156.1098,E85652463,E96447371,E53702963,E11408344,E70750467,1,5,HH_LFNR2E,,,0,0,78
76445900711,73333055572,HH,Household,U,RD06,,221 Upheaval Showbiz Lane,,,Traction Hamlet,HJ6 4PQ,65.1310,127.3906,E88284616,E24259176,E91547516,E39543603,E10117713,5,4,HH_LFNR2E,,,0,0,34
26106240050,77082130652,HH,Household,U,RD06,,827 Aloft Undrafted Way,,,Perceive City,YK3 2SX,-142.3289,-77.8316,E63481189,E87619384,E13885411,E18977063,E53150049,3,4,HH_LFNR2E,,,0,0,16
51910655687,78493655171,HH,Household,U,RD02,,997 Oxidation Capture Avenue,,,Headed Hamlet,JP5 7FQ,21.5774,-146.9320,E88178844,E10607573,E86407396,E67218162,E18659395,3,5,HH_LFNR2E,,,0,0,51
19788322020,98530665389,HH,Household,U,RD02,,102 Recreate Outlast Alley,,,Coagulant Village,RX4 5ZT,-179.8447,-144.4118,E52665925,E72367980,E86727891,E42367217,E35140356,5,2,HH_LFNR2E,,,0,0,17
17483861977,68893965057,HH,Household,U,RD02,,899 Pregnancy Exclusive Passage,,,Moonstone Town,ZF9 3HN,-39.9391,91.2302,E31480498,E30299359,E24146380,E61219852,E35786250,2,1,HH_LFNR2E,,,0,0,1
45424981483,10379685309,HH,Household,U,RD03,,263 Occupant Snowbird Alley,,,Impound Village,RF1 1ZS,84.6521,147.6579,E72318107,E32045174,E29533443,E37940799,E32668805,3,1,HH_LFNR2E,,,0,0,52
21164491311,69773006440,HH,Household,U,RD05,,461 Uneaten Armband Avenue,,,Clerk City,DY4 6VQ,-57.4869,-149.8623,E90892872,E91640615,E57940421,E47458922,E92466040,4,2,HH_LFNR2E,,,0,0,46
76092473166,85495758855,HH,Household,U,RD03,,244 Audience Unsubtle Way,,,Impotent Hamlet,JN4 6IC,-15.2132,-58.9284,E45034037,E64840598,E57093820,E36342400,E47637397,2,1,HH_LFNR2E,,,0,0,45
19700367971,19239317657,HH,Household,U,RD02,,152 Blurt Dioxide Way,,,Dirtiness City,QD9 3GW,-14.7952,160.2344,E48834420,E22030140,E97695243,E73010079,E58969116,2,1,HH_LFNR2E,,,0,0,75
95862200121,96576651012,HH,Household,U,RD05,,736 Graceless Contusion Passage,,,Nervous Village,WX7 5JN,-10.3103,7.8475,E92587546,E56129479,E74478512,E40823142,E27686367,2,2,HH_LFNR2E,,,0,0,71
13770010455,10738884869,HH,Household,U,RD02,,958 Degraded Viable Lane,,,Visibly Hamlet,AZ9 1AB,-40.2505,47.6360,E62107825,E62243555,E27279035,E14727587,E30097647,4,2,HH_LFNR2E,,,0,0,5
51327790442,13555697458,HH,Household,U,RD06,,883 Degraded Corporate Avenue,,,Vocally Village,KM9 4FB,115.1294,-10.5367,E16204386,E53769899,E20122618,E26813823,E42881654,4,2,HH_LFNR2E,,,0,0,32
22859231141,53916504083,HH,Household,U,RD05,,535 Energetic Vagrancy Passage,,,Surfacing Town,HF2 3PW,27.6763,82.1704,E14119179,E50178609,E60055145,E18191799,E80600479,2,3,HH_LFNR2E,,,0,0,89
30465855389,23069434424,HH,Household,U,RD06,,783 Bronzing Surging Street,,,Shabby Town,PF9 1JC,180.9566,-90.7870,E29122444,E20310897,E47753060,E29031001,E59276256,3,1,HH_LFNR2E,,,0,0,15
11248911076,79512219329,HH,Household,U,RD06,,64 Swimming Flaky Alley,,,Tug Town,FG6 2CJ,156.7635,77.6038,E66878252,E26891404,E59001378,E21626209,E42396020,1,3,HH_LFNR2E,,,0,0,65
59196566744,88594321352,HH,Household,U,RD05,,889 Velvet Gag Avenue,,,Legible Village,BE7 4BN,45.4130,6.1014,E71094902,E11698954,E75842471,E89098957,E26846020,3,2,HH_LFNR2E,,,0,0,63
28492201148,94406044148,HH,Household,U,RD02,,72 Statue Ditch Alley,,,Comfy City,FU1 8RU,-41.7155,152.4373,E76692682,E37514768,E77657336,E34400038,E77024590,5,3,HH_LFNR2E,,,0,0,29
88769076944,26670700827,HH,Household,U,RD02,,406 Crablike Spearfish Avenue,,,Everyone Hamlet,UM7 2VO,-78.3369,156.4408,E69187982,E26871078,E42269004,E58580103,E61862936,5,3,HH_LFNR2E,,,0,0,4
34200352790,34865898932,HH,Household,U,RD03,,237 Barbell Marina Street,,,Phonebook Town,RX4 3GD,117.4821,-167.9702,E16614119,E78502196,E88041329,E99489013,E34248896,4,1,HH_LFNR2E,,,0,0,10
41865899584,17255095239,HH,Household,U,RD05,,631 Hardy Overvalue Way,,,Extent City,JX1 2OF,11.1331,-92.6554,E21779713,E23748704,E51580216,E23152247,E32774510,5,2,HH_LFNR2E,,,0,0,32
12807185499,49685448913,HH,Household,U,RD05,,908 Jockey Commotion Road,,,Gumminess Town,SY4 8WG,144.4618,-28.5592,E32976690,E48131996,E47786905,E52361251,E94146343,5,3,HH_LFNR2E,,,0,0,82
59523559689,19525098355,HH,Household,U,RD03,,199 Harddisk Ivy Street,,,Parched Village,AD8 1NP,-42.3980,-101.5844,E97392104,E39980827,E41581731,E69415939,E38453447,2,2,HH_LFNR2E,,,0,0,5
71826785973,58815781140,HH,Household,U,RD03,,559 Spoiled Payback Alley,,,Sweep City,YX4 7AC,-80.1217,66.2576,E83941942,E64325492,E90342623,E56984485,E71961697,4,2,HH_LFNR2E,,,0,0,27
64296944575,69115775670,HH,Household,U,RD02,,187 Heaving Smock Way,,,Discourse City,XR3 2NK,-52.7309,-99.1299,E32178163,E40108531,E45505006,E19071482,E46434684,1,2,HH_LFNR2E,,,0,0,36
19007753904,61726011861,HH,Household,U,RD02,,235 Fanning Either Road,,,Delouse Village,PI9 6UR,109.3073,-60.3958,E79502673,E68185667,E62712709,E43337413,E92665601,3,4,HH_LFNR2E,,,0,0,76
59085512067,64836077377,HH,Household,U,RD02,,66 Computing Treadmill Avenue,,,Frail Town,EU3 3HO,-105.9292,139.3541,E70147056,E72646971,E81850708,E31346129,E63416059,2,1,HH_LFNR2E,,,0,0,8
88677150963,84213757912,HH,Household,U,RD05,,213 Reshoot Correct Road,,,Nibble City,DI6 7HL,163.2388,-174.4588,E27022185,E31864280,E31390524,E17908432,E59680398,1,1,HH_LFNR2E,,,0,0,93
12195190991,47338401104,HH,Household,U,RD05,,269 Capsize Dumping Lane,,,Jersey City,LE2 9DU,-130.4331,109.1344,E88368718,E22824502,E75120289,E61807123,E16668769,5,5,HH_LFNR2E,,,0,0,63
11612085750,91236751294,HH,Household,U,RD04,,978 Leverage Slingshot Street,,,Tainted Town,UR5 2II,-159.1713,-112.8039,E54986223,E89228489,E37624612,E99144960,E30230527,5,5,HH_LFNR2E,,,0,0,14
47110378234,56376864972,HH,Household,U,RD02,,247 Clash Deflector Road,,,Cause Hamlet,EJ3 1PS,104.8237,113.1483,E38859910,E71677767,E92837742,E29837407,E25560479,2,1,HH_LFNR2E,,,0,0,24
25842874255,18675256419,HH,Household,U,RD03,,67 Pregnancy Backside Alley,,,Lanky Village,FK1 9KV,-7.7810,16.9554,E23109730,E43998931,E30111382,E48499906,E76362274,4,2,HH_LFNR2E,,,0,0,93
78108306609,40921786151,HH,Household,U,RD02,,998 Overhaul Sanction Street,,,Freight Hamlet,SB1 4JF,179.8393,67.9788,E46392563,E99923068,E71039223,E59591294,E86242798,5,5,HH_LFNR2E,,,0,0,27
56108568554,39724414865,HH,Household,U,RD02,,725 Numerous Dean Alley,,,Pavestone Hamlet,SM4 4IZ,-45.4575,67.5205,E69246069,E86042141,E55476324,E80101698,E85857615,1,5,HH_LFNR2E,,,0,0,13
91060484207,72399506126,HH,Household,U,RD05,,290 Senorita Baffling Road,,,Childhood Town,TJ7 3HS,9.7158,-153.9467,E97415304,E39348988,E10940373,E31449082,E30087287,5,3,HH_LFNR2E,,,0,0,10
13850227237,78815593463,HH,Household,U,RD04,,594 Discern Compile Avenue,,,Turret Hamlet,ZJ9 9QD,59.8308,-169.4162,E42876030,E54498043,E73530776,E98561325,E34661728,1,2,HH_LFNR2E,,,0,0,59
38635040624,70898534362,HH,Household,U,RD02,,77 Fifty Chubby Way,,,Peddling Hamlet,TV9 4MJ,97.8873,144.6562,E96923096,E60577531,E57303399,E15836281,E16882596,4,5,HH_LFNR2E,,,0,0,9
67124825950,62396900776,HH,Household,U,RD05,,431 Domain Prelaw Way,,,Deduct Town,HX3 7LP,58.3331,-121.4158,E58791358,E37757640,E77596313,E81195927,E60570771,4,1,HH_LFNR2E,,,0,0,79
74434951202,29734814533,HH,Household,U,RD06,,140 Wildly Morale Alley,,,Quarrel Town,RJ4 8AR,-52.5591,-125.4512,E73132708,E52692797,E49345802,E42956958,E59535105,2,2,HH_LFNR2E,,,0,0,45
70215069910,57058804047,HH,Household,U,RD03,,109 Grimace Repayment Lane,,,Pendant Hamlet,WD9 9CS,138.4491,-114.8183,E16964030,E58448914,E69532927,E36349260,E92228132,5,1,HH_LFNR2E,,,0,0,70
53855591777,11901644210,HH,Household,U,RD04,,976 Could Unmarked Lane,,,Rust Town,WR2 4CF,21.4346,-149.5782,E51681413,E37912160,E37851855,E56921029,E17526176,4,2,HH_LFNR2E,,,0,0,22
33578773172,60482049251,HH,Household,U,RD02,,366 Defrost Chatty Passage,,,Translate Hamlet,SK1 8NJ,-135.8123,31.9490,E12669828,E69880818,E32946842,E21434609,E83138126,1,4,HH_LFNR2E,,,0,0,89
57318143651,71739947870,HH,Household,U,RD06,,629 Follicle Unplanted Avenue,,,Ripening City,MT2 5JQ,90.2904,32.9192,E94327908,E11750086,E43755632,E87355891,E10675780,2,2,HH_LFNR2E,,,0,0,77
79333783729,27915532994,HH,Household,U,RD02,,842 Getaway Hasty Avenue,,,Math City,JP5 9EM,-28.3654,97.5518,E85602555,E74836828,E66327128,E11111675,E84577403,5,2,HH_LFNR2E,,,0,0,20
10577922180,61809304650,HH,Household,U,RD02,,326 Scrap Squiggly Street,,,Client Town,TG1 5OP,-81.3822,65.6668,E56215043,E80610956,E27347374,E57885993,E37701911,4,2,HH_LFNR2E,,,0,0,90
10492439499,81329868048,HH,Household,U,RD06,,685 Prudishly Awkward Street,,,Calamity City,LI2 5NK,159.5260,60.4838,E55260002,E83697542,E16251808,E30809252,E87149798,2,5,HH_LFNR2E,,,0,0,59
74814564985,71916774861,HH,Household,U,RD04,,204 Accent Obtain Road,,,Unclog Village,SH2 7ZS,117.3401,10.8064,E49574769,E74846550,E30039738,E63893683,E64020147,3,3,HH_LFNR2E,,,0,0,41
49498360835,88502191702,HH,Household,U,RD03,,537 Happiness Shortlist Way,,,Eclair Town,BG8 3IS,-86.6468,-29.3163,E95673027,E95099872,E81593287,E93061260,E28189522,4,2,HH_LFNR2E,,,0,0,13
46616206308,73239665714,HH,Household,U,RD03,,996 Compost Recent Way,,,Pastor Town,QG7 1JO,-13.9701,-72.5307,E25847090,E45536811,E58053768,E30337784,E41529763,3,4,HH_LFNR2E,,,0,0,30
47429415634,26783842734,HH,Household,U,RD02,,96 Hesitate Varmint Lane,,,Swiftness City,GK6 9ZF,-137.5492,3.7819,E15493698,E15341667,E18192257,E81218385,E70308196,2,5,HH_LFNR2E,,,0,0,70
83087491148,13403090997,HH,Household,U,RD05,,663 Cranium Hydration Avenue,,,Stunt Village,LA8 9CB,79.5338,-21.1033,E44456025,E83931589,E87145479,E97152677,E85906053,1,5,HH_LFNR2E,,,0,0,66
79683025886,79970223284,HH,Household,U,RD05,,633 Darn Portfolio Alley,,,Footgear Village,WW6 3RA,-155.2969,15.3522,E52065890,E55709486,E13766478,E27368507,E77342343,2,3,HH_LFNR2E,,,0,0,21
94953170576,67212520630,HH,Household,U,RD04,,896 Reporter Scorpion Way,,,Heavily Hamlet,YH7 5KY,29.1064,-54.2181,E66147998,E54917480,E55106057,E81026430,E89405986,1,4,HH_LFNR2E,,,0,0,49
79349818695,48193218680,HH,Household,U,RD06,,867 Angling Sizing Way,,,Anemic Village,ZK6 2WU,-145.5405,-180.1349,E74750169,E71498311,E24282822,E68201199,E49143891,4,5,HH_LFNR2E,,,0,0,66
13984787561,33172900760,HH,Household,U,RD05,,904 Drool Purveyor Street,,,Pegboard Hamlet,ZG4 8QA,62.8200,160.3113,E51983775,E37886568,E99241651,E29379453,E44469271,5,2,HH_LFNR2E,,,0,0,64
57682169898,86411023693,HH,Household,U,RD06,,397 Penholder Pluck Way,,,Suing Village,ZA5 7KC,77.4117,34.6530,E39986038,E72939790,E28179439,E16639475,E59226731,2,3,HH_LFNR2E,,,0,0,10
41888210700,36330133070,HH,Household,U,RD06,,908 Siberian Revolt Way,,,Obstacle Town,IJ9 9BO,160.6560,-101.1894,E27611912,E81021933,E25999763,E83918096,E58350060,2,2,HH_LFNR2E,,,0,0,63
11282980629,90811953796,HH,Household,U,RD06,,228 Licorice Throbbing Avenue,,,Backslid Hamlet,XV1 6CH,-48.4484,-29.9831,E88579269,E11216819,E34123542,E48490831,E36097839,3,3,HH_LFNR2E,,,0,0,87
34067568210,92060280136,HH,Household,U,RD05,,116 Uncanny Fetal Alley,,,Gamma City,QB2 5GX,-31.6555,-88.4341,E19193240,E38131346,E43303643,E66871286,E88265771,2,1,HH_LFNR2E,,,0,0,21
82012070831,42363894376,HH,Household,U,RD05,,162 Overeager Snide Alley,,,Banana City,YN2 5RS,-63.9499,158.9012,E88083656,E36068076,E10509480,E11254593,E22594599,3,1,HH_LFNR2E,,,0,0,53
98205741049,80061338710,HH,Household,U,RD05,,686 Ventricle Mascot Alley,,,Cure City,LQ4 1UO,-106.7122,-132.5878,E39709699,E86848222,E93086175,E98199585,E49393463,4,1,HH_LFNR2E,,,0,0,51
98974064671,51120477195,HH,Household,U,RD03,,616 Tightwad Many Lane,,,Vocalist City,AA3 1QA,-63.8738,0.7047,E65487334,E95564290,E22637040,E47558923,E17950831,5,1,HH_LFNR2E,,,0,0,77
28981854355,37552539518,HH,Household,U,RD03,,147 Unscented Crazy Road,,,Pliable Town,FQ8 3SE,-43.2915,-161.4385,E40119875,E69419930,E48015428,E95550106,E18498608,3,2,HH_LFNR2E,,,0,0,66
10258487543,23973985636,HH,Household,U,RD03,,119 Creme Unmade Alley,,,Sustainer Town,ML7 2RD,-91.4277,28.1331,E11008915,E59044068,E48905463,E21802885,E96272530,3,1,HH_LFNR2E,,,0,0,5
60850561240,39826496490,HH,Household,U,RD02,,833 Chirpy Vest Road,,,Purging City,JD2 4JH,-147.9680,44.5021,E42690426,E72399502,E88946659,E26848259,E24990448,2,4,HH_LFNR2E,,,0,0,70
65584226826,24138323127,HH,Household,U,RD04,,55 Dribble Sasquatch Road,,,Jimmy Town,KE2 8YH,-103.1325,-172.4396,E30082597,E85375138,E83183411,E93358369,E73953758,4,5,HH_LFNR2E,,,0,0,27
25009020138,26697289202,HH,Household,U,RD03,,834 Bridged Barrel Passage,,,Expulsion Town,FO4 1TJ,87.8152,-129.7886,E48447378,E74583292,E72212219,E21125933,E19429329,2,2,HH_LFNR2E,,,0,0,56
78940725552,17501639741,HH,Household,U,RD03,,518 Account Carded Alley,,,Enjoyment Village,AP1 2XJ,-126.5431,48.1383,E80918377,E78790174,E89922557,E85903760,E19724277,1,4,HH_LFNR2E,,,0,0,79
46993236691,31468108415,HH,Household,U,RD03,,34 Sandworm Obscurity Road,,,Catnip Hamlet,LL8 7HN,-150.3658,15.5419,E80125391,E53344769,E21138658,E72977132,E83070886,4,1,HH_LFNR2E,,,0,0,8
23109226113,39915944549,HH,Household,U,RD02,,194 Snugly Exquisite Avenue,,,Undead City,CL8 3DL,147.9061,41.1029,E82214451,E98065347,E30491067,E78363712,E33144050,1,4,HH_LFNR2E,,,0,0,86
74740178145,76347846010,HH,Household,U,RD06,,105 Consensus Frigidity Lane,,,Unfold Town,JE2 8PX,-98.1303,-94.7974,E79235611,E93400082,E73504527,E73789459,E87868779,5,1,HH_LFNR2E,,,0,0,64
25641594216,71346553843,HH,Household,U,RD06,,409 Epic Clamshell Street,,,Numbness Town,VE2 2TT,10.2277,-113.4617,E67417094,E72035096,E10846314,E77559291,E50600534,2,5,HH_LFNR2E,,,0,0,27
49471100952,65723153661,HH,Household,U,RD05,,77 Broker Musket Avenue,,,Disfigure Village,LT9 3BZ,84.1709,131.2467,E48330634,E21932974,E62196719,E73397075,E40972945,5,1,HH_LFNR2E,,,0,0,24
53993156899,65915946806,HH,Household,U,RD03,,546 Headgear Unreached Lane,,,Goon Hamlet,FE3 9NN,-145.4407,-114.7493,E37433600,E89756998,E69034304,E17020302,E37800136,2,4,HH_LFNR2E,,,0,0,40
16517081846,90258929857,HH,Household,U,RD04,,641 Agreed Abacus Passage,,,Dwarf Village,NG6 1KN,175.6713,57.8676,E14557442,E74707427,E61826025,E46680757,E47408709,3,1,HH_LFNR2E,,,0,0,58
30709264670,73203850719,HH,Household,U,RD02,,284 From Recliner Avenue,,,Geologist Town,ND4 5IO,114.8545,-59.6931,E13576885,E40476761,E24692405,E28967680,E96623097,5,1,HH_LFNR2E,,,0,0,18
20951351673,72118434259,HH,Household,U,RD06,,760 Pedicure Borrower Avenue,,,Swerve City,HY8 6DW,-176.4069,113.5042,E53462007,E64656924,E53419205,E56580125,E37995353,5,3,HH_LFNR2E,,,0,0,57
56316991057,15926265687,HH,Household,U,RD04,,221 Pavilion Bolster Lane,,,Deftly Village,OJ8 4PW,93.8450,49.9639,E41647164,E77438165,E19208263,E17477058,E13703717,3,4,HH_LFNR2E,,,0,0,89
72154239364,21261944193,HH,Household,U,RD05,,960 Lung Cardigan Lane,,,Unelected Town,LZ9 2GE,-52.3183,-83.5206,E42439379,E34570171,E51314297,E41177135,E10379552,3,3,HH_LFNR2E,,,0,0,25
67745161428,66803381564,HH,Household,U,RD03,,985 Versus Escapist Street,,,Stature Village,IH9 7TJ,-123.5109,14.4959,E98563670,E26513436,E11095551,E97109866,E50771326,3,2,HH_LFNR2E,,,0,0,45
20551251206,52989210863,HH,Household,U,RD05,,831 Budding Sadden Passage,,,Convent Hamlet,XQ3 4FB,-56.3665,-150.7560,E59748300,E75933006,E67948947,E19314451,E47042180,5,3,HH_LFNR2E,,,0,0,84
49649774815,43442170142,HH,Household,U,RD04,,552 Impulse Species Lane,,,Vacate Village,ZP5 9LX,90.3804,-155.8143,E34616904,E93061790,E41496572,E26201635,E47991579,2,3,HH_LFNR2E,,,0,0,48
20404802645,22589685471,HH,Household,U,RD04,,81 Vitally Rubdown Passage,,,Herbs Village,AU3 2ZP,21.5950,53.9883,E64957341,E65284644,E25406246,E87607672,E82959588,3,3,HH_LFNR2E,,,0,0,89
74624062399,98816599243,HH,Household,U,RD04,,825 Bountiful Fancy Passage,,,Although Hamlet,HN1 4BU,65.7739,-77.5182,E28764533,E23217341,E94178695,E40266921,E92271842,3,2,HH_LFNR2E,,,0,0,57
31031052269,42657626165,HH,Household,U,RD03,,441 Everyone Tutu Avenue,,,Swerve Town,JG8 4GI,-136.1208,46.7995,E49130992,E34363271,E69081510,E90682154,E29974896,1,3,HH_LFNR2E,,,0,0,87
46210555264,25214709246,HH,Household,U,RD03,,686 Ensnare Daunting Street,,,Headache Town,KO5 6RH,72.6045,142.5818,W41260011,W28410343,W97692523,W66787558,W40322078,3,4,HH_LFNR2W,,,0,0,23
29917905733,23954753714,HH,Household,U,RD05,,541 Twitch Repossess Alley,,,Riches Town,MB3 6HX,-47.1673,-150.1422,W75335044,W30045352,W57300512,W16362467,W99404961,1,4,HH_LFNR2W,,,0,0,55
91030933564,15664218145,HH,Household,U,RD05,,480 Bobtail Clustered Way,,,Coral Hamlet,KV4 6IV,101.4238,-147.7070,W97923432,W60212099,W68663396,W34012921,W11195472,5,1,HH_LFNR2W,,,0,0,51
32525503752,25531567368,HH,Household,U,RD05,,135 Defrost Purse Avenue,,,Ooze Town,FA4 2YS,-9.9172,-79.9592,W67635322,W11450275,W31308469,W59247558,W57867809,2,3,HH_LFNR2W,,,0,0,98
42918592315,23316213740,HH,Household,U,RD02,,564 Jeep Blurb Avenue,,,Skillful Hamlet,IO1 6PZ,-29.1818,144.5782,W21345773,W47635387,W17341805,W17161874,W11508038,2,3,HH_LFNR2W,,,0,0,26
