UPRN,ESTAB_UPRN,ADDRESS_TYPE,ESTAB_TYPE,ADDRESS_LEVEL,ABP_CODE,ORGANISATION_NAME,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,TOWN_NAME,POSTCODE,LATITUDE,LONGITUDE,OA,LSOA,MSOA,LAD,REGION,HTC_WILLINGNESS,HTC_DIGITAL,TREATMENT_CODE,FIELDCOORDINATOR_ID,FIELDOFFICER_ID,CE_EXPECTED_CAPACITY,CE_SECURE,PRINT_BATCH
13522818604,34721272518,HH,Household,U,RD06,,462 Choice Baggy Way,,,Cinch City,HA8 4GL,17.6000,10.3524,E37609848,N82283673,N39279089,E74129015,W92650048,1,1,HH_QF2R1W,,,0,0,86
26739499353,39750744749,HH,Household,U,RD04,,95 Award Mustang Way,,,Relay Town,TM4 9LI,78.9831,175.1931,E96384384,W67394520,E48941143,W50937665,W55202562,3,1,HH_QF2R1W,,,0,0,78
53769506657,48227644801,HH,Household,U,RD05,,166 Liquefy Drool Way,,,Prevalent Hamlet,WT9 2VP,-10.4846,79.6995,N45032207,E23016324,N96230827,N54062194,W18302522,4,3,HH_QF2R1W,,,0,0,2
32753384486,28230435294,HH,Household,U,RD03,,754 Impulsive Dropper Way,,,Multiple City,UE5 2DA,46.1532,-175.7663,W55344386,E19875698,E73429844,W22393387,W72425813,3,3,HH_QF2R1W,,,0,0,61
57122552390,97400939889,HH,Household,U,RD03,,55 Diabetic Reformist Street,,,Hatless Village,SS6 6UV,-113.4490,-12.3085,E89368257,W42589225,W39660788,E77453642,N47928236,3,5,HH_QF2R1W,,,0,0,99
33933167506,89429837284,HH,Household,U,RD05,,487 Saved Unicycle Alley,,,Reabsorb Village,VP9 5PX,-171.4729,-106.7786,W97817317,N68280698,W65227374,W42182165,E98201274,4,5,HH_QF2R1W,,,0,0,35
76413195069,37765850795,HH,Household,U,RD06,,387 Tuition Angler Lane,,,Lying City,EV4 8WP,-83.8283,-58.3958,E94429993,E94457996,E59911040,N58740986,N51811601,3,3,HH_QF2R1W,,,0,0,6
70337639295,72014450598,HH,Household,U,RD02,,861 Frighten Supply Street,,,Stainable City,QY7 9ZX,-61.5962,-23.2681,W23841384,W47686174,N22462871,N98115711,W81679589,4,3,HH_QF2R1W,,,0,0,19
41432705936,62028261280,HH,Household,U,RD06,,417 Provider Motor Way,,,Electable City,EY4 5UE,178.9355,16.6141,W82400595,N35620279,W67633136,W49800541,W34647407,5,3,HH_QF2R1W,,,0,0,19
39569341364,67238860080,HH,Household,U,RD05,,509 Worry Glorify Road,,,Efficient Village,CX5 7FB,72.4817,25.6551,W42533716,N51079821,W24739387,E64529715,E62679720,2,1,HH_QF2R1W,,,0,0,23
86583630377,73791805592,HH,Household,U,RD05,,603 Catwalk Sneak Way,,,Agility Town,TQ3 7FN,-151.8528,-180.4227,W16259755,E14387418,E48706646,N59401212,E74063730,5,3,HH_QF2R1W,,,0,0,45
62724868162,35427422353,HH,Household,U,RD02,,961 Impure Subway Passage,,,Fragment City,XH2 9CE,-89.9450,140.4039,W66443874,E81992505,W13586139,W28099494,W20190135,1,4,HH_QF2R1W,,,0,0,52
19006884003,91533630455,HH,Household,U,RD02,,725 Path Uncapped Road,,,Erupt Hamlet,UB4 2SV,126.1571,-87.2039,W90752820,N59529717,N21143814,E16448038,W58099194,4,1,HH_QF2R1W,,,0,0,44
42445736811,95629481000,HH,Household,U,RD04,,668 Ecologist Grasp Street,,,Senorita Village,JQ7 6VB,104.6426,120.6637,W62616447,W55813811,E75366599,W72780827,E41004851,5,3,HH_QF2R1W,,,0,0,38
84084110208,84324325805,HH,Household,U,RD06,,648 Component Craftsman Road,,,Jailhouse Hamlet,LU2 4YI,-24.4110,129.8196,N56507622,N74471258,N42908728,N15017746,N97619606,5,2,HH_QF2R1W,,,0,0,26
39871856476,20032503910,HH,Household,U,RD03,,286 Niece Camera Passage,,,Contempt Town,FI3 5QR,87.7726,-152.6586,E47992659,E38673360,E11806862,N35231565,W75080079,1,5,HH_QF2R1W,,,0,0,11
45170700930,69315578807,HH,Household,U,RD06,,64 Dude Chowder Lane,,,Resubmit City,TM7 4UT,75.1081,-36.8959,E92014812,E11462529,E85367257,N57122578,W66889964,4,5,HH_QF2R1W,,,0,0,54
55466686745,57461995567,HH,Household,U,RD03,,665 Lyricism Crummy Alley,,,Illicitly Hamlet,SR6 8DY,-140.5930,-109.2189,N44239804,W93973168,W18053024,N16658994,W78748130,2,2,HH_QF2R1W,,,0,0,62
37990632845,67591925494,HH,Household,U,RD04,,20 Silica Spill Street,,,Captivity Town,WG2 4NM,51.9510,54.1976,W55654783,N49148763,N39083795,W72059011,N27549907,5,2,HH_QF2R1W,,,0,0,70
64031486673,68862076423,HH,Household,U,RD02,,506 Purebred Richly Way,,,Slate Town,HT1 6KJ,52.5903,-180.2611,E91266483,N83593213,E97355654,W47595084,E35956122,3,1,HH_QF2R1W,,,0,0,63
64963758010,10607093129,HH,Household,U,RD03,,675 Stainable Precook Lane,,,Boastful City,BR3 2LN,-44.4771,-49.5828,W92278371,W94582872,N62095676,E27598186,W35318423,4,5,HH_QF2R1W,,,0,0,83
82260385246,14931989772,HH,Household,U,RD06,,137 Discourse Overbid Way,,,Sample Hamlet,RQ5 5HH,6.7510,-120.2310,N61505100,N56812549,W60445104,N48114905,E62510783,2,5,HH_QF2R1W,,,0,0,78
94008430531,60302923843,HH,Household,U,RD02,,684 Footwear Surfacing Alley,,,Smoky Town,DQ5 9AO,76.1058,-80.6767,W73827286,E43114504,N56316728,N73585700,E58853729,2,5,HH_QF2R1W,,,0,0,43
55620295960,35130303076,HH,Household,U,RD02,,90 Rebound Frying Avenue,,,Yearling City,HL2 5PS,-154.7646,-121.4891,E91294408,E97546310,W69265760,N30404295,E42890259,2,2,HH_QF2R1W,,,0,0,36
11133993072,38875150362,HH,Household,U,RD03,,751 Pamperer Undercut Avenue,,,Scuttle City,HV1 1VW,170.1990,121.9943,W28271510,E37345894,W42617850,N10431970,W60659068,1,1,HH_QF2R1W,,,0,0,44
49134885187,26076603950,HH,Household,U,RD05,,715 Exit Aluminum Way,,,Worshiper Village,EE8 3ZH,22.5880,-169.2207,E31154570,N17532353,E16899198,N19227084,E45981807,2,5,HH_QF2R1W,,,0,0,36
15041943879,68648634510,HH,Household,U,RD04,,955 Tightly Fidgeting Passage,,,Senorita Hamlet,PQ6 6WV,60.5018,-29.3367,N64840962,E99947694,N31357754,W37304968,E66636617,2,3,HH_QF2R1W,,,0,0,58
33185548205,29110598044,HH,Household,U,RD04,,615 Destruct Crushed Lane,,,Iciness City,SO5 4FD,-150.2823,-17.6876,E98219478,W35318346,W84966594,E22879305,N30875782,2,4,HH_QF2R1W,,,0,0,33
42957618298,29964421725,HH,Household,U,RD02,,615 Dusk Prognosis Passage,,,Dictation Town,UF1 4VF,34.7180,4.1889,E79471088,W62077550,N75490262,E12455591,W85102497,5,2,HH_QF2R1W,,,0,0,58
24918608314,11215159589,HH,Household,U,RD06,,215 Pacemaker Almost Avenue,,,Swoop Hamlet,OD8 4EX,-14.2709,-62.2497,N13704731,N33337075,W57529488,W62274686,E16838941,5,3,HH_QF2R1W,,,0,0,69
51691889496,67473826327,HH,Household,U,RD05,,745 Scoundrel Amaze Way,,,Petite Village,SQ8 1WH,-137.2196,171.9479,E13575373,N61397380,E23953257,W11742002,W90166354,5,1,HH_QF2R1W,,,0,0,54
54116628157,51891057064,HH,Household,U,RD06,,586 Large Verdict Avenue,,,Janitor Village,RT4 7EJ,-154.6630,81.2465,N24312847,W17105570,W34845744,N89926005,E46543792,2,4,HH_QF2R1W,,,0,0,75
42425903560,22362232226,HH,Household,U,RD03,,742 Stimuli Tactless Avenue,,,Underdone Town,TB2 2UN,113.7139,-120.3010,E91291704,E39357779,E21210960,N21826475,W14430060,5,1,HH_QF2R1W,,,0,0,46
55057878473,31550164345,HH,Household,U,RD05,,591 Steed Skinny Street,,,Stargazer Hamlet,QD7 7MP,-73.8963,56.6268,W54569672,E89250232,E15805976,W71837181,W51447409,5,4,HH_QF2R1W,,,0,0,15
69520065897,24010344081,HH,Household,U,RD04,,57 Resurrect Divinely Street,,,Unison Hamlet,YG8 7MV,158.6676,-34.3083,E86024166,E69694630,N11239568,E36794677,W77076402,1,4,HH_QF2R1W,,,0,0,95
11541717949,97070508862,HH,Household,U,RD02,,510 Grating Abrasive Alley,,,Rewind Town,PN3 2XC,123.2040,-142.6984,W65860392,N68092869,N70969158,E13976997,N58412123,2,4,HH_QF2R1W,,,0,0,52
56828923998,61395382900,HH,Household,U,RD04,,219 Drew Tweezers Way,,,Gumball Hamlet,NI2 2GP,-76.7056,47.9077,E75455662,E97703432,W44383706,N91108142,E10230674,1,5,HH_QF2R1W,,,0,0,62
39489656394,27853372946,HH,Household,U,RD02,,489 Gizzard Coeditor Road,,,Lazily Village,QG5 5RZ,24.4984,-170.5620,N74685106,E76966983,N91664694,E80853577,E60438117,2,4,HH_QF2R1W,,,0,0,57
98422344564,59943716327,HH,Household,U,RD04,,974 Dander Discuss Road,,,Passive Village,GX4 8FV,-75.5771,-130.4046,E86230463,N36564637,N22595697,W69764924,W14309306,2,5,HH_QF2R1W,,,0,0,42
80582528906,30414822533,HH,Household,U,RD05,,411 Dimness Stank Alley,,,Result City,NZ4 1BO,-96.8151,61.7002,W66527077,N80273898,W96390878,E70519433,E64054641,1,3,HH_QF2R1W,,,0,0,1
12395497354,41693791354,HH,Household,U,RD06,,956 Congested Patriarch Road,,,Moonscape Village,YG2 6LR,63.8334,39.6232,N78114078,W17295649,W96483615,E71863428,W20667216,5,5,HH_QF2R1W,,,0,0,27
79352263796,31613629659,HH,Household,U,RD02,,643 Cache Renter Way,,,Silicon City,ZN2 7CB,-130.3379,-163.5726,N33408686,W74447661,N60568582,W58413523,W65943345,2,3,HH_QF2R1W,,,0,0,75
45829739869,35272653081,HH,Household,U,RD06,,398 Footage Snuff Passage,,,Most Village,MZ2 2UZ,134.2811,-178.7883,E79811606,N92074449,W65165302,W36099247,N12399980,5,4,HH_QF2R1W,,,0,0,96
20378471696,15525387157,HH,Household,U,RD02,,333 Varied Antirust Lane,,,Angling Town,UA9 8YW,-84.7281,-142.4194,W27451440,N43733560,E44223978,N22884558,E19790443,2,1,HH_QF2R1W,,,0,0,31
91624690850,63410166368,HH,Household,U,RD03,,402 Nearness Hunk Lane,,,Coexist Town,LE6 3FY,81.9407,77.2917,N89162093,N48453181,E88857753,N13270114,N49770976,3,5,HH_QF2R1W,,,0,0,40
55813062620,85924362553,HH,Household,U,RD06,,464 Hypnoses Manliness Alley,,,Recess Town,QU1 9WI,-111.8840,-17.9304,N45528711,E14479282,N89573421,E48199068,E71944803,1,5,HH_QF2R1W,,,0,0,1
84107535229,90389691312,HH,Household,U,RD04,,670 Unadorned Booting Way,,,Prissy Village,XF8 2XG,106.7147,105.2379,N38449648,E66795533,E82155384,W75956690,E86245420,4,1,HH_QF2R1W,,,0,0,18
21710166473,89351159659,HH,Household,U,RD03,,631 Deodorize Clammy Way,,,Possibly Town,ZW7 9UF,-71.4993,-5.3762,E53209797,N12227480,W13765289,N32745342,W35566265,5,1,HH_QF2R1W,,,0,0,13
36315703400,49619275054,HH,Household,U,RD04,,146 Ship Bush Lane,,,Track Town,GA3 7GC,-77.1688,-157.1735,E76342481,W84786307,W45384703,W98405181,E56746209,2,4,HH_QF2R1W,,,0,0,53
12153965423,20616155357,HH,Household,U,RD04,,679 Autograph Shack Lane,,,Player Town,XT1 3EG,100.1703,-123.3527,N57364026,N97701100,N58263892,N59995335,N57844981,2,3,HH_QF2R1W,,,0,0,52
12916328320,70448267179,HH,Household,U,RD04,,818 Upstate Confining Way,,,Outward Hamlet,YJ9 8TX,-174.3906,145.7374,W72398099,W39446233,N76730956,E26756899,N15990847,4,3,HH_QF2R1W,,,0,0,2
10804471715,18834140714,HH,Household,U,RD05,,800 Account Endowment Avenue,,,Despise Town,DB6 6WK,50.2537,143.2482,E68302907,E42567814,N27453217,E17896131,W31280950,3,4,HH_QF2R1W,,,0,0,83
60205863930,69616734860,HH,Household,U,RD05,,216 Purplish Customize Way,,,Cork Town,GX4 4XR,14.8344,-157.7822,W23246624,W26823870,W88531980,W77725599,E85918478,5,2,HH_QF2R1W,,,0,0,81
69909815351,62491511931,HH,Household,U,RD03,,186 Decibel Armchair Alley,,,Routing Hamlet,DO6 4LD,104.4916,-60.1884,N64680038,N38661860,N97411253,E81676106,N32185713,3,4,HH_QF2R1W,,,0,0,41
19123650561,16718151921,HH,Household,U,RD03,,687 Rendering Dismount Passage,,,Election Village,FQ7 7AR,47.1661,31.2395,N66125672,N34711105,W12301492,W44456906,E81095978,1,3,HH_QF2R1W,,,0,0,57
56284841453,36934634707,HH,Household,U,RD06,,545 Paper Bulk Street,,,Bubbling Hamlet,MX9 7AS,-105.5210,-88.5431,E16044346,E79321743,E59962470,W46364368,W46522057,2,5,HH_QF2R1W,,,0,0,42
88829983460,42081862350,HH,Household,U,RD03,,445 Conform Sixtieth Alley,,,Dubbed City,UC8 6OJ,145.9082,-173.5069,N65801673,W13758806,E80330847,W26927271,E40626473,4,5,HH_QF2R1W,,,0,0,89
12822922427,64730533721,HH,Household,U,RD04,,431 Silk Goal Road,,,Greasily Village,UN8 6CG,32.2449,0.7394,W27235249,N55368578,W96378169,W83142107,E40777038,4,5,HH_QF2R1W,,,0,0,24
74369330306,67654150816,HH,Household,U,RD06,,900 Maturing Unseeing Road,,,Carry Hamlet,EM4 7LE,-143.1410,140.9438,N44596634,W69843036,E26024056,W70947053,W25579153,5,3,HH_QF2R1W,,,0,0,5
54085709540,14416200418,HH,Household,U,RD03,,770 Urchin Oyster Alley,,,Constant Town,TV9 8VR,114.7901,-15.4929,E25698661,W29814782,W46842928,W22284111,W30138613,1,2,HH_QF2R1W,,,0,0,62
32209310607,21382272182,HH,Household,U,RD02,,333 Walk Rubbing Street,,,Crease Town,SW9 1XS,-144.4478,97.7577,E81522171,W76022190,W56899984,E52614032,W76438901,1,3,HH_QF2R1W,,,0,0,90
73522662381,22715130619,HH,Household,U,RD06,,990 Upscale Annoying Avenue,,,Book Village,RM8 1RB,108.4153,-67.7120,E26154303,W38212771,E92695910,N81012553,E40409293,3,5,HH_QF2R1W,,,0,0,52
16811131164,84398091227,HH,Household,U,RD06,,136 Conceal Jittery Street,,,Endless Village,CH7 5KE,107.8518,62.9519,E37768598,W82143697,E26919222,W67916049,N93665280,4,3,HH_QF2R1W,,,0,0,91
38882007698,90073331120,HH,Household,U,RD06,,137 Exemption Chastity Lane,,,Enjoying Village,NY7 9JN,-86.3840,-111.2863,N40953700,W17839100,E36666322,W69486082,N47523357,5,5,HH_QF2R1W,,,0,0,8
55578434507,66985965629,HH,Household,U,RD02,,277 Trailing Trump Street,,,Defender Village,MQ6 9ZN,-105.8138,120.4851,W23334542,N34241034,W74534268,E61664860,W48434899,2,1,HH_QF2R1W,,,0,0,69
11106772186,58566259770,HH,Household,U,RD03,,360 Retouch Enslave Street,,,Absently City,UR6 2FV,68.2989,-42.5678,E48343924,E29225334,N96131759,E32208578,W81788729,2,2,HH_QF2R1W,,,0,0,64
96334987386,54299168413,HH,Household,U,RD02,,46 Shining Rake Passage,,,Flatfoot Village,DC5 3GF,-22.3447,150.6570,E80094218,E19289545,E25841768,W76552884,N70512750,4,4,HH_QF2R1W,,,0,0,18
69038044270,64156950107,HH,Household,U,RD02,,291 Purple Protract Lane,,,Elixir City,UA2 2YZ,-44.3840,-116.2102,W84716145,W83085801,E55789691,W55175346,W48862384,4,5,HH_QF2R1W,,,0,0,60
63812492057,87909136390,HH,Household,U,RD02,,149 Vision Scowling Passage,,,Curled Village,FP6 5OS,0.1045,62.1681,E32971331,N94057099,N20787926,E63826417,E30764551,1,2,HH_QF2R1W,,,0,0,29
17466418536,16259695985,HH,Household,U,RD06,,969 Factsheet Abroad Alley,,,Upwind Town,DJ2 5EB,96.4669,-125.1922,E54688135,N18635864,E64464165,E82710929,W77706023,4,5,HH_QF2R1W,,,0,0,84
17821986030,94108517028,HH,Household,U,RD04,,980 Exhume Sponge Passage,,,Untrimmed City,MF5 6JU,-158.6458,-117.2246,N78263629,E38978617,E25184772,W51682773,W65327329,4,5,HH_QF2R1W,,,0,0,71
23585089311,63951976958,HH,Household,U,RD06,,464 Battered Clench Way,,,Compound Town,RZ8 1LY,62.2495,-39.5860,N65012108,W47153377,E61569338,N36970825,N45379773,2,5,HH_QF2R1W,,,0,0,54
49522166525,21832905568,HH,Household,U,RD04,,726 Multitask Ascend Avenue,,,Starless City,BJ4 7NB,153.1822,-115.6475,N53243678,E36457078,E16438127,W97322011,W72822945,2,5,HH_QF2R1W,,,0,0,41
75991380482,52293058703,HH,Household,U,RD04,,408 Aloe Tartness Road,,,Eloquent City,CZ4 7TR,151.8573,137.7062,N10808232,E48787049,E55633785,W46596834,E46305917,5,4,HH_QF2R1W,,,0,0,74
86346540213,47830632618,HH,Household,U,RD04,,987 Synopses Affected Avenue,,,Resurrect Village,CK4 8XK,138.8805,-12.7658,W31176618,N16420117,W34114107,E15638535,E72315022,4,1,HH_QF2R1W,,,0,0,90
54307283384,85161691363,HH,Household,U,RD02,,265 Spleen Error Alley,,,Alumni Village,PA9 1OT,-145.4076,80.9229,E62249654,E13913887,N11249781,N95827297,E21903894,5,5,HH_QF2R1W,,,0,0,78
73702060734,32529306896,HH,Household,U,RD05,,711 Clock Suds Lane,,,Critter Town,AR3 7UC,132.6092,-144.7940,W79163166,W37063660,E33954309,W99568592,W11246879,5,4,HH_QF2R1W,,,0,0,47
80546462048,92008847285,HH,Household,U,RD03,,483 Crave Hacksaw Avenue,,,Ferret City,NA9 5QE,-64.4258,12.9573,W91293617,N82903848,N76413608,W66046236,W20474149,1,1,HH_QF2R1W,,,0,0,52
93457325698,75040570915,HH,Household,U,RD02,,473 Graveness Stinky Street,,,Charm Town,MN2 5CR,-101.9280,83.2421,W37786191,N50203422,W69015715,W58667156,W14453444,5,4,HH_QF2R1W,,,0,0,58
24891690427,84923042467,HH,Household,U,RD02,,256 Caucus Valid Way,,,Boxer Town,CH8 7IN,-64.6112,-39.9840,W65712850,E28876073,E57196424,W83912775,E50367086,1,1,HH_QF2R1W,,,0,0,36
49235690952,74223148061,HH,Household,U,RD02,,325 Cyclist Demystify Avenue,,,Footwork Town,YV8 8GQ,37.7853,143.9456,E23422804,N62028221,W13789746,W54512553,W77017575,5,5,HH_QF2R1W,,,0,0,49
23568487730,61351224412,HH,Household,U,RD03,,562 Dynasty Dreamboat Way,,,Yummy Village,EJ6 9ED,-82.1936,-45.6840,W70791687,N41652019,N81185037,N22491925,W38317633,1,5,HH_QF2R1W,,,0,0,81
84866864223,23853687159,HH,Household,U,RD06,,637 Engraving Botanical Road,,,Cathouse City,XU5 1BJ,-22.7479,105.6204,W44722090,W45084112,E61740528,W34750901,E86496780,3,4,HH_QF2R1W,,,0,0,97
64602905625,45908617869,HH,Household,U,RD05,,575 Hunchback Zeppelin Avenue,,,Mushroom Town,OQ6 3ZS,156.8762,115.7606,W72286381,W19358069,W54401738,E82629965,N11877886,4,4,HH_QF2R1W,,,0,0,20
62213711850,23515380953,HH,Household,U,RD03,,986 Nineteen Attest Way,,,Onshore City,NM9 7GB,-91.7459,-88.9458,N81856046,W66748559,W62819947,N17929328,W72449902,5,3,HH_QF2R1W,,,0,0,18
33576135828,66306118440,HH,Household,U,RD03,,64 Equator Overlabor Alley,,,Jingle City,GE8 3OC,-149.6637,-29.1474,N65697900,N68334406,N48232276,E41519255,W88783867,5,2,HH_QF2R1W,,,0,0,29
30564936781,26878529264,HH,Household,U,RD02,,926 Valid Evolve Alley,,,Depletion Village,YY2 3BU,61.8074,36.8618,N46326627,N81375813,N52735403,E76701646,W34609784,3,2,HH_QF2R1W,,,0,0,92
44843545023,80008768870,HH,Household,U,RD05,,792 Booth Subsystem Street,,,Unlawful Village,UI8 5BV,-74.2552,-79.3132,E15648235,W22023660,W34608644,N83567797,E60972901,2,4,HH_QF2R1W,,,0,0,19
30609869143,61113695492,HH,Household,U,RD04,,519 Childcare Property Avenue,,,Hacker Town,RW8 7AX,-103.2309,-157.9715,W64044877,W44803690,W64992326,N10849627,N81838328,1,2,HH_QF2R1W,,,0,0,24
92131339288,55906748602,HH,Household,U,RD03,,189 Quiet Resigned Road,,,Enforcer City,AC5 3QN,-147.1916,-2.2704,N77154721,N40952196,W62789817,E50040382,N70653630,4,5,HH_QF2R1W,,,0,0,82
58836033382,29918818724,HH,Household,U,RD03,,720 Stillness Chug Road,,,Spookily Town,QV8 8EK,86.2424,83.1241,E13024966,W67625727,N25592740,E15847556,E90468224,4,2,HH_QF2R1W,,,0,0,77
44544139507,67323708827,HH,Household,U,RD05,,337 Hydroxide Bobcat Avenue,,,Cabbie Town,WI8 4UM,-170.7831,165.1369,W61694141,N81915639,E31111522,W45443016,N13735284,2,4,HH_QF2R1W,,,0,0,44
54632896730,76354027236,HH,Household,U,RD05,,966 Zit Guiding Avenue,,,Hunchback Town,AP9 1QR,94.9311,113.2448,W12683531,W59665084,W66424630,N56850299,E69009932,1,4,HH_QF2R1W,,,0,0,69
90093249850,84885531985,HH,Household,U,RD03,,184 Refurbish Dreamboat Street,,,Lilac Village,LM9 9LE,49.7649,-42.4307,E15422905,N49441662,N64967033,W55128703,W77873165,2,5,HH_QF2R1W,,,0,0,31
54363381151,96015780236,HH,Household,U,RD02,,386 Cosmetics Swampland Alley,,,Work City,DE1 7DG,-75.4602,-27.4068,N37066737,E72206296,N13652587,E59882085,N81366102,3,3,HH_QF2R1W,,,0,0,75
25405138305,48655187991,HH,Household,U,RD04,,580 Iron Swinger Lane,,,Wing Hamlet,ZF2 4LF,3.6169,-88.5362,W61936156,W23491818,N56135530,N50779497,E75105413,1,1,HH_QF2R1W,,,0,0,11
19020571586,98811079471,HH,Household,U,RD02,,645 Garden Cornball Alley,,,Embody Town,EX3 2SZ,107.9833,29.7732,E53648962,E44696428,E58803186,W83731530,E30406240,2,5,HH_QF2R1W,,,0,0,31
28109749701,24633669016,HH,Household,U,RD04,,841 Chokehold Fox Lane,,,Rebuilt City,YL1 5YK,-21.8463,85.8133,N64700746,E26228792,E45026093,W27296200,N21641126,1,2,HH_QF2R1W,,,0,0,92
76512596918,20264405252,HH,Household,U,RD02,,566 Renovate Kindred Street,,,Wake Town,MR2 8GK,-141.2069,-108.1044,W61777521,N97771109,W39810700,N69300559,W26421430,3,2,HH_QF2R1W,,,0,0,75
73707119745,92733382194,HH,Household,U,RD02,,630 Settle Exclaim Lane,,,Tipoff Hamlet,KF2 2TX,71.5771,-171.9424,N28706871,N10730157,N53890992,E38641036,N65135871,5,1,HH_QF2R1W,,,0,0,5
90076536990,83787121111,HH,Household,U,RD02,,960 Splendor Rascal Avenue,,,Implode Town,GF6 2EB,159.4062,83.2603,N87650707,E17713379,E22537267,E88765569,N34434176,5,1,HH_QF2R1W,,,0,0,14
60395049701,74815359689,HH,Household,U,RD03,,710 Defender Crease Passage,,,Backlight Town,DK9 7MW,145.9143,-103.6598,E73340607,W64823597,W65822667,N85916278,W79041280,1,5,HH_QF2R1W,,,0,0,68
53651152200,24333730499,HH,Household,U,RD06,,655 Unscented Cringe Avenue,,,Pronto Town,TD6 4NU,99.6258,-60.8850,N66183982,W60817938,W89186521,E31512816,E97227358,1,2,HH_QF2R1W,,,0,0,43
76757431126,55399256498,HH,Household,U,RD05,,188 Flatness Justify Avenue,,,Doctrine Town,CI5 5SE,-34.2365,-99.9564,N86529115,N25675144,N53543426,E15673774,E17096719,5,2,HH_QF2R1W,,,0,0,88
27742705209,99344318999,HH,Household,U,RD03,,591 Sensitize Swooned Lane,,,Sushi Town,HU5 3EN,-140.8242,-173.7554,W65955798,E38298950,E46996644,E49206140,N63054186,1,3,HH_QF2R1W,,,0,0,76
59431362304,11341154570,HH,Household,U,RD06,,772 Overripe Degraded Way,,,Retouch City,PT7 2MJ,99.7594,87.3249,E13373106,E85998492,W98814697,W27999204,N27384761,2,2,HH_QF2R1W,,,0,0,16
52208746437,42170390750,HH,Household,U,RD02,,111 Requisite Femur Street,,,Spry Village,AW7 7LP,-33.3422,-55.1997,N93190969,E96588041,E98380506,E93032603,W25358392,2,2,HH_QF2R1W,,,0,0,4
60811996085,18346953089,HH,Household,U,RD04,,691 Wired Hardness Road,,,Catalyze Village,JV1 6VC,-177.8049,-95.5963,E28752648,N90408596,N10192373,W79299143,N13346299,2,4,HH_QF2R1W,,,0,0,25
43288124228,60797642995,HH,Household,U,RD03,,502 Enquirer Cradle Lane,,,Dwarf Town,RL9 8CY,-60.3459,50.7018,E24757394,N39193386,E39634973,N14406055,N12957017,1,5,HH_QF2R1W,,,0,0,76
81019148503,30665695311,HH,Household,U,RD02,,300 Undocked Oval Passage,,,Platypus City,OJ2 3RY,-94.8047,117.3252,E79585034,E89628443,N93810336,W45777547,N61684452,2,4,HH_QF2R1W,,,0,0,65
87096489864,73192032053,HH,Household,U,RD05,,522 Vocalize Cycle Avenue,,,Jigsaw City,FU4 7XG,-51.3723,-7.7359,N59601335,N78905267,W33458757,N18868416,N97135953,3,2,HH_QF2R1W,,,0,0,22
61728594868,68452067823,HH,Household,U,RD03,,450 Referee Unhinge Avenue,,,Oxidize Village,CQ5 7ST,-52.9827,60.8301,W13852297,W26160033,E69384749,N22491546,N66245745,1,1,HH_QF2R1W,,,0,0,51
88443871325,46661469861,HH,Household,U,RD03,,766 Badland Preseason Way,,,Twiddling Village,LA5 8WS,87.2809,98.8744,W91177985,N24801212,E63804934,E39794124,N43850883,1,4,HH_QF2R1W,,,0,0,42
74412069211,37094218364,HH,Household,U,RD02,,254 Trend Uninjured Road,,,Unlovely Village,BH6 8KP,-162.7059,-90.4765,W15617796,N54510063,E33445287,E50555606,E28394240,1,2,HH_QF2R1W,,,0,0,13
43549936133,17416978550,HH,Household,U,RD02,,205 Humility Barber Lane,,,Zips Hamlet,HX4 9ER,39.4803,107.2523,N63939641,E39354004,W74006486,E35262085,E67299130,2,2,HH_QF2R1W,,,0,0,62
25687796682,39130992122,HH,Household,U,RD05,,755 Frugally Impotence Way,,,Straw Town,JM5 6SP,-26.8676,138.4867,E46159423,W72539759,N82134562,W66792070,E76674945,1,1,HH_QF2R1W,,,0,0,99
35711054904,27426021255,HH,Household,U,RD06,,184 Tribunal Consoling Passage,,,Moocher Town,QU2 1PP,4.9816,55.7417,N91150734,E69196641,W79993945,E74465354,W14521695,1,5,HH_QF2R1W,,,0,0,24
63132182602,54995676356,HH,Household,U,RD05,,119 Guzzler Manhandle Road,,,Evil Hamlet,DV2 3WI,110.2224,113.6342,W65508556,N38923221,W75910943,N10556510,W26196297,4,3,HH_QF2R1W,,,0,0,88
62883971389,99773910936,HH,Household,U,RD02,,302 Cupping Partition Way,,,Spectator Town,TJ2 1PV,148.9431,-86.4087,W90454337,W38487557,E83195690,N81698162,N67206132,3,3,HH_QF2R1W,,,0,0,47
82140752525,85145595526,HH,Household,U,RD02,,186 Afflicted Passive Passage,,,Subzero Hamlet,RV4 3WS,-129.4630,13.7569,N31399369,W41660318,W73331018,E42629662,N74611418,2,1,HH_QF2R1W,,,0,0,72
69848872949,69331752075,HH,Household,U,RD04,,882 Dastardly Sharper Road,,,Blunderer City,KF6 9NR,-126.1174,-38.1190,N85130503,N80427714,E20643891,E44322218,W77577248,2,2,HH_QF2R1W,,,0,0,95
81589742473,28991869078,HH,Household,U,RD02,,855 Landfill Blazing Alley,,,Cubbyhole City,UL1 3GB,-173.8041,-124.1613,E88746910,N39685535,E82429806,E61512073,E58628423,1,1,HH_QF2R1W,,,0,0,42
